EVENT; TIME; ARG1; ARG2
Player_1_Torso_Pos; 34.7268; 792; 660
Player_1_Left_Hand_Pos; 34.7268; 162; 306
Player_1_Right_Hand_Pos; 34.7268; 1359; 175
Player_1_Left_Foot_Pos; 34.7268; 210; 1863
Player_1_Right_Foot_Pos; 34.7268; 1359; 175
Player_1_Head_Pos; 34.7776; 745; 118
Player_1_Torso_Pos; 34.7776; 792; 669
Player_1_Left_Hand_Pos; 34.7776; 152; 341
Player_1_Right_Hand_Pos; 34.7776; 1359; 192
Player_1_Left_Foot_Pos; 34.7776; 215; 1859
Player_1_Right_Foot_Pos; 34.7776; 1359; 192
Player_1_Head_Pos; 34.7928; 745; 118
Player_1_Torso_Pos; 34.7928; 792; 673
Player_1_Left_Hand_Pos; 34.7928; 147; 358
Player_1_Right_Hand_Pos; 34.7928; 1359; 205
Player_1_Left_Foot_Pos; 34.7928; 210; 1859
Player_1_Right_Foot_Pos; 34.7928; 1359; 205
Player_1_Head_Pos; 34.8424; 745; 122
Player_1_Torso_Pos; 34.8424; 787; 678
Player_1_Left_Hand_Pos; 34.8424; 141; 402
Player_1_Right_Hand_Pos; 34.8424; 1365; 223
Player_1_Left_Foot_Pos; 34.8424; 199; 1850
Player_1_Right_Foot_Pos; 34.8424; 1365; 223
Player_1_Head_Pos; 34.8588; 740; 126
Player_1_Torso_Pos; 34.8588; 787; 682
Player_1_Left_Hand_Pos; 34.8588; 99; 433
Player_1_Right_Hand_Pos; 34.8588; 1370; 275
Player_1_Left_Foot_Pos; 34.8588; 131; 1798
Player_1_Right_Foot_Pos; 34.8588; 1370; 275
Player_1_Head_Pos; 34.9105; 740; 126
Player_1_Torso_Pos; 34.9105; 787; 686
Player_1_Left_Hand_Pos; 34.9105; 42; 546
Player_1_Right_Hand_Pos; 34.9105; 1380; 411
Player_1_Left_Foot_Pos; 34.9105; 115; 1785
Player_1_Right_Foot_Pos; 34.9105; 1380; 411
Player_1_Head_Pos; 34.9275; 740; 126
Player_1_Torso_Pos; 34.9275; 787; 691
Player_1_Left_Hand_Pos; 34.9275; 26; 546
Player_1_Right_Hand_Pos; 34.9275; 1380; 428
Player_1_Left_Foot_Pos; 34.9275; 68; 1732
Player_1_Right_Foot_Pos; 34.9275; 1380; 428
Player_1_Head_Pos; 34.9752; 740; 131
Player_1_Torso_Pos; 34.9752; 792; 695
Player_1_Left_Hand_Pos; 34.9752; 47; 511
Player_1_Right_Hand_Pos; 34.9752; 1380; 450
Player_1_Left_Foot_Pos; 34.9752; 21; 1697
Player_1_Right_Foot_Pos; 34.9752; 1380; 450
Player_1_Head_Pos; 34.9949; 745; 131
Player_1_Torso_Pos; 34.9949; 792; 700
Player_1_Left_Hand_Pos; 34.9949; 42; 525
Player_1_Right_Hand_Pos; 34.9949; 1380; 525
Player_1_Left_Foot_Pos; 34.9949; -15; 1658
Player_1_Right_Foot_Pos; 34.9949; 1380; 525
Player_1_Head_Pos; 35.0448; 745; 131
Player_1_Torso_Pos; 35.0448; 798; 704
Player_1_Left_Hand_Pos; 35.0448; 36; 533
Player_1_Right_Hand_Pos; 35.0448; 1370; 560
Player_1_Left_Foot_Pos; 35.0448; -42; 1631
Player_1_Right_Foot_Pos; 35.0448; 1370; 560
Player_1_Head_Pos; 35.0594; 745; 131
Player_1_Torso_Pos; 35.0594; 798; 704
Player_1_Left_Hand_Pos; 35.0594; 168; 542
Player_1_Right_Hand_Pos; 35.0594; 1365; 581
Player_1_Left_Foot_Pos; 35.0594; -89; 1653
Player_1_Right_Foot_Pos; 35.0594; 1365; 581
Player_1_Head_Pos; 35.1108; 745; 131
Player_1_Torso_Pos; 35.1108; 803; 704
Player_1_Left_Hand_Pos; 35.1108; 189; 564
Player_1_Right_Hand_Pos; 35.1108; 1354; 603
Player_1_Left_Foot_Pos; 35.1108; -136; 1658
Player_1_Right_Foot_Pos; 35.1108; 1354; 603
Player_1_Head_Pos; 35.1307; 745; 131
Player_1_Torso_Pos; 35.1307; 798; 704
Player_1_Left_Hand_Pos; 35.1307; 89; 599
Player_1_Right_Hand_Pos; 35.1307; 1491; 669
Player_1_Left_Foot_Pos; 35.1307; -120; 1653
Player_1_Right_Foot_Pos; 35.1307; 1491; 669
Player_1_Head_Pos; 35.1777; 750; 126
Player_1_Torso_Pos; 35.1777; 798; 708
Player_1_Left_Hand_Pos; 35.1777; 105; 599
Player_1_Right_Hand_Pos; 35.1777; 1338; 638
Player_1_Left_Foot_Pos; 35.1777; -131; 1675
Player_1_Right_Foot_Pos; 35.1777; 1338; 638
Player_1_Head_Pos; 35.1949; 756; 126
Player_1_Torso_Pos; 35.1949; 798; 708
Player_1_Left_Hand_Pos; 35.1949; 152; 603
Player_1_Right_Hand_Pos; 35.1949; 1296; 739
Player_1_Left_Foot_Pos; 35.1949; -126; 1627
Player_1_Right_Foot_Pos; 35.1949; 1296; 739
Player_1_Head_Pos; 35.2441; 761; 126
Player_1_Torso_Pos; 35.2441; 798; 713
Player_1_Left_Hand_Pos; 35.2441; 225; 621
Player_1_Right_Hand_Pos; 35.2441; 1270; 739
Player_1_Left_Foot_Pos; 35.2441; -152; 1623
Player_1_Right_Foot_Pos; 35.2441; 1270; 739
Player_1_Head_Pos; 35.2594; 766; 126
Player_1_Torso_Pos; 35.2594; 803; 713
Player_1_Left_Hand_Pos; 35.2594; 315; 595
Player_1_Right_Hand_Pos; 35.2594; 1265; 708
Player_1_Left_Foot_Pos; 35.2594; -194; 1631
Player_1_Right_Foot_Pos; 35.2594; 1265; 708
Player_1_Head_Pos; 35.3098; 771; 122
Player_1_Torso_Pos; 35.3098; 803; 717
Player_1_Left_Hand_Pos; 35.3098; 325; 590
Player_1_Right_Hand_Pos; 35.3098; 1239; 726
Player_1_Left_Foot_Pos; 35.3098; -241; 2065
Player_1_Right_Foot_Pos; 35.3098; 1239; 726
Player_1_Head_Pos; 35.3297; 782; 122
Player_1_Torso_Pos; 35.3297; 803; 717
Player_1_Left_Hand_Pos; 35.3297; 336; 599
Player_1_Right_Hand_Pos; 35.3297; 1265; 835
Player_1_Left_Foot_Pos; 35.3297; -236; 2008
Player_1_Right_Foot_Pos; 35.3297; 1265; 835
Player_1_Head_Pos; 35.3587; 787; 126
Player_1_Torso_Pos; 35.3587; 803; 717
Player_1_Left_Hand_Pos; 35.3587; 351; 616
Player_1_Right_Hand_Pos; 35.3587; 1165; 778
Player_1_Left_Foot_Pos; 35.3587; -225; 1973
Player_1_Right_Foot_Pos; 35.3587; 1165; 778
Player_1_Head_Pos; 35.4107; 787; 126
Player_1_Torso_Pos; 35.4107; 803; 721
Player_1_Left_Hand_Pos; 35.4107; 367; 630
Player_1_Right_Hand_Pos; 35.4107; 1018; 914
Player_1_Left_Foot_Pos; 35.4107; -278; 1868
Player_1_Right_Foot_Pos; 35.4107; 1018; 914
Player_1_Head_Pos; 35.4322; 792; 131
Player_1_Torso_Pos; 35.4322; 813; 726
Player_1_Left_Hand_Pos; 35.4322; 372; 643
Player_1_Right_Hand_Pos; 35.4322; 1008; 923
Player_1_Left_Foot_Pos; 35.4322; -346; 1776
Player_1_Right_Foot_Pos; 35.4322; 1008; 923
Player_1_Head_Pos; 35.4761; 798; 135
Player_1_Torso_Pos; 35.4761; 819; 726
Player_1_Left_Hand_Pos; 35.4761; 372; 651
Player_1_Right_Hand_Pos; 35.4761; 1008; 923
Player_1_Left_Foot_Pos; 35.4761; -383; 1715
Player_1_Right_Foot_Pos; 35.4761; 1008; 923
Player_1_Head_Pos; 35.4979; 803; 140
Player_1_Torso_Pos; 35.4979; 819; 726
Player_1_Left_Hand_Pos; 35.4979; 367; 665
Player_1_Right_Hand_Pos; 35.4979; 997; 945
Player_1_Left_Foot_Pos; 35.4979; -330; 1649
Player_1_Right_Foot_Pos; 35.4979; 997; 945
Player_1_Head_Pos; 35.5079; 803; 144
Player_1_Torso_Pos; 35.5079; 824; 726
Player_1_Left_Hand_Pos; 35.5079; 362; 673
Player_1_Right_Hand_Pos; 35.5079; 1013; 927
Player_1_Left_Foot_Pos; 35.5079; -357; 1627
Player_1_Right_Foot_Pos; 35.5079; 1013; 927
Player_1_Head_Pos; 35.5592; 803; 144
Player_1_Torso_Pos; 35.5592; 824; 730
Player_1_Left_Hand_Pos; 35.5592; 357; 678
Player_1_Right_Hand_Pos; 35.5592; 1013; 931
Player_1_Left_Foot_Pos; 35.5592; -383; 1601
Player_1_Right_Foot_Pos; 35.5592; 1013; 931
Player_1_Head_Pos; 35.6219; 803; 144
Player_1_Torso_Pos; 35.6219; 829; 730
Player_1_Left_Hand_Pos; 35.6219; 357; 691
Player_1_Right_Hand_Pos; 35.6219; 1008; 931
Player_1_Left_Foot_Pos; 35.6219; -399; 1592
Player_1_Right_Foot_Pos; 35.6219; 1008; 931
Player_1_Head_Pos; 35.6341; 808; 144
Player_1_Torso_Pos; 35.6341; 824; 730
Player_1_Left_Hand_Pos; 35.6341; 330; 743
Player_1_Right_Hand_Pos; 35.6341; 981; 940
Player_1_Left_Foot_Pos; 35.6341; -357; 1575
Player_1_Right_Foot_Pos; 35.6341; 981; 940
Player_1_Head_Pos; 35.6557; 808; 144
Player_1_Torso_Pos; 35.6557; 824; 730
Player_1_Left_Hand_Pos; 35.6557; 409; 616
Player_1_Right_Hand_Pos; 35.6557; 981; 945
Player_1_Left_Foot_Pos; 35.6557; -346; 1570
Player_1_Right_Foot_Pos; 35.6557; 981; 945
Player_1_Head_Pos; 35.7142; 808; 140
Player_1_Torso_Pos; 35.7142; 819; 735
Player_1_Left_Hand_Pos; 35.7142; 404; 616
Player_1_Right_Hand_Pos; 35.7142; 976; 945
Player_1_Left_Foot_Pos; 35.7142; -346; 1570
Player_1_Right_Foot_Pos; 35.7142; 976; 945
Player_1_Head_Pos; 35.7246; 808; 140
Player_1_Torso_Pos; 35.7246; 819; 735
Player_1_Left_Hand_Pos; 35.7246; 404; 616
Player_1_Right_Hand_Pos; 35.7246; 876; 918
Player_1_Left_Foot_Pos; 35.7246; -346; 1561
Player_1_Right_Foot_Pos; 35.7246; 876; 918
Player_1_Head_Pos; 35.777; 803; 135
Player_1_Torso_Pos; 35.777; 813; 735
Player_1_Left_Hand_Pos; 35.777; 399; 616
Player_1_Right_Hand_Pos; 35.777; 871; 918
Player_1_Left_Foot_Pos; 35.777; -362; 1557
Player_1_Right_Foot_Pos; 35.777; 871; 918
Player_1_Head_Pos; 35.7883; 798; 135
Player_1_Torso_Pos; 35.7883; 808; 735
Player_1_Left_Hand_Pos; 35.7883; 173; 800
Player_1_Right_Hand_Pos; 35.7883; 871; 918
Player_1_Left_Foot_Pos; 35.7883; -357; 1566
Player_1_Right_Foot_Pos; 35.7883; 871; 918
Player_1_Head_Pos; 35.8438; 792; 135
Player_1_Torso_Pos; 35.8438; 803; 735
Player_1_Left_Hand_Pos; 35.8438; 178; 818
Player_1_Right_Hand_Pos; 35.8438; 866; 923
Player_1_Left_Foot_Pos; 35.8438; -357; 1575
Player_1_Right_Foot_Pos; 35.8438; 866; 923
Player_1_Head_Pos; 35.8543; 787; 135
Player_1_Torso_Pos; 35.8543; 798; 739
Player_1_Left_Hand_Pos; 35.8543; 173; 826
Player_1_Right_Hand_Pos; 35.8543; 934; 988
Player_1_Left_Foot_Pos; 35.8543; -372; 1583
Player_1_Right_Foot_Pos; 35.8543; 934; 988
Player_1_Head_Pos; 35.9037; 782; 135
Player_1_Torso_Pos; 35.9037; 792; 739
Player_1_Left_Hand_Pos; 35.9037; 152; 840
Player_1_Right_Hand_Pos; 35.9037; 955; 997
Player_1_Left_Foot_Pos; 35.9037; -388; 1588
Player_1_Right_Foot_Pos; 35.9037; 955; 997
Player_1_Head_Pos; 35.9464; 777; 135
Player_1_Torso_Pos; 35.9464; 787; 743
Player_1_Left_Hand_Pos; 35.9464; 147; 840
Player_1_Right_Hand_Pos; 35.9464; 971; 958
Player_1_Left_Foot_Pos; 35.9464; -393; 1592
Player_1_Right_Foot_Pos; 35.9464; 971; 958
Player_1_Head_Pos; 35.9652; 766; 135
Player_1_Torso_Pos; 35.9652; 787; 743
Player_1_Left_Hand_Pos; 35.9652; 147; 844
Player_1_Right_Hand_Pos; 35.9652; 971; 958
Player_1_Left_Foot_Pos; 35.9652; -404; 1610
Player_1_Right_Foot_Pos; 35.9652; 971; 958
Player_1_Head_Pos; 36.0199; 761; 135
Player_1_Torso_Pos; 36.0199; 782; 743
Player_1_Left_Hand_Pos; 36.0199; 147; 844
Player_1_Right_Hand_Pos; 36.0199; 971; 958
Player_1_Left_Foot_Pos; 36.0199; -425; 1623
Player_1_Right_Foot_Pos; 36.0199; 971; 958
Player_1_Head_Pos; 36.0279; 750; 135
Player_1_Torso_Pos; 36.0279; 777; 743
Player_1_Left_Hand_Pos; 36.0279; 147; 848
Player_1_Right_Hand_Pos; 36.0279; 945; 1006
Player_1_Left_Foot_Pos; 36.0279; -446; 1631
Player_1_Right_Foot_Pos; 36.0279; 945; 1006
Player_1_Head_Pos; 36.0801; 745; 135
Player_1_Torso_Pos; 36.0801; 771; 748
Player_1_Left_Hand_Pos; 36.0801; 141; 848
Player_1_Right_Hand_Pos; 36.0801; 966; 966
Player_1_Left_Foot_Pos; 36.0801; -451; 1631
Player_1_Right_Foot_Pos; 36.0801; 966; 966
Player_1_Head_Pos; 36.1014; 740; 135
Player_1_Torso_Pos; 36.1014; 766; 748
Player_1_Left_Hand_Pos; 36.1014; 141; 848
Player_1_Right_Hand_Pos; 36.1014; 966; 966
Player_1_Left_Foot_Pos; 36.1014; -462; 1645
Player_1_Right_Foot_Pos; 36.1014; 966; 966
Player_1_Head_Pos; 36.1445; 729; 144
Player_1_Torso_Pos; 36.1445; 761; 752
Player_1_Left_Hand_Pos; 36.1445; 141; 848
Player_1_Right_Hand_Pos; 36.1445; 950; 966
Player_1_Left_Foot_Pos; 36.1445; -483; 1653
Player_1_Right_Foot_Pos; 36.1445; 950; 966
Player_1_Head_Pos; 36.1699; 724; 157
Player_1_Torso_Pos; 36.1699; 756; 756
Player_1_Left_Hand_Pos; 36.1699; 89; 826
Player_1_Right_Hand_Pos; 36.1699; 929; 958
Player_1_Left_Foot_Pos; 36.1699; -504; 1666
Player_1_Right_Foot_Pos; 36.1699; 929; 958
Player_1_Head_Pos; 36.1763; 724; 166
Player_1_Torso_Pos; 36.1763; 756; 765
Player_1_Left_Hand_Pos; 36.1763; 68; 831
Player_1_Right_Hand_Pos; 36.1763; 918; 953
Player_1_Left_Foot_Pos; 36.1763; -525; 1653
Player_1_Right_Foot_Pos; 36.1763; 918; 953
Player_1_Head_Pos; 36.2539; 724; 170
Player_1_Torso_Pos; 36.2539; 750; 778
Player_1_Left_Hand_Pos; 36.2539; 152; 918
Player_1_Right_Hand_Pos; 36.2539; 903; 945
Player_1_Left_Foot_Pos; 36.2539; -551; 1658
Player_1_Right_Foot_Pos; 36.2539; 903; 945
Player_1_Head_Pos; 36.2617; 719; 157
Player_1_Torso_Pos; 36.2617; 756; 791
Player_1_Left_Hand_Pos; 36.2617; 147; 927
Player_1_Right_Hand_Pos; 36.2617; 887; 940
Player_1_Left_Foot_Pos; 36.2617; -582; 1610
Player_1_Right_Foot_Pos; 36.2617; 887; 940
Player_1_Head_Pos; 36.2887; 708; 148
Player_1_Torso_Pos; 36.2887; 756; 809
Player_1_Left_Hand_Pos; 36.2887; 136; 971
Player_1_Right_Hand_Pos; 36.2887; 876; 945
Player_1_Left_Foot_Pos; 36.2887; -630; 1618
Player_1_Right_Foot_Pos; 36.2887; 876; 945
Player_1_Head_Pos; 36.3457; 682; 144
Player_1_Torso_Pos; 36.3457; 750; 822
Player_1_Left_Hand_Pos; 36.3457; 147; 945
Player_1_Right_Hand_Pos; 36.3457; 855; 945
Player_1_Left_Foot_Pos; 36.3457; -661; 1439
Player_1_Right_Foot_Pos; 36.3457; 855; 945
Player_1_Head_Pos; 36.3538; 719; 135
Player_1_Torso_Pos; 36.3538; 740; 831
Player_1_Left_Hand_Pos; 36.3538; 136; 962
Player_1_Right_Hand_Pos; 36.3538; 845; 853
Player_1_Left_Foot_Pos; 36.3538; -661; 1439
Player_1_Right_Foot_Pos; 36.3538; 845; 853
Player_1_Head_Pos; 36.413; 561; 538
Player_1_Torso_Pos; 36.413; 714; 853
Player_1_Left_Hand_Pos; 36.413; 173; 966
Player_1_Right_Hand_Pos; 36.413; 640; 966
Player_1_Left_Foot_Pos; 36.413; -771; 1575
Player_1_Right_Foot_Pos; 36.413; 640; 966
Player_1_Head_Pos; 36.4246; 514; 463
Player_1_Torso_Pos; 36.4246; 750; 949
Player_1_Left_Hand_Pos; 36.4246; -21; 1260
Player_1_Right_Hand_Pos; 36.4246; 918; 1050
Player_1_Left_Foot_Pos; 36.4246; -630; 1194
Player_1_Right_Foot_Pos; 36.4246; 918; 1050
Player_1_Head_Pos; 36.4758; 472; 476
Player_1_Torso_Pos; 36.4758; 530; 695
Player_1_Left_Hand_Pos; 36.4758; -73; 1277
Player_1_Right_Hand_Pos; 36.4758; 918; 1050
Player_1_Left_Foot_Pos; 36.4758; -782; 595
Player_1_Right_Foot_Pos; 36.4758; 918; 1050
Player_1_Head_Pos; 36.494; 462; 490
Player_1_Torso_Pos; 36.494; 598; 735
Player_1_Left_Hand_Pos; 36.494; -73; 1295
Player_1_Right_Hand_Pos; 36.494; 929; 1071
Player_1_Left_Foot_Pos; 36.494; -908; 590
Player_1_Right_Foot_Pos; 36.494; 929; 1071
Player_1_Head_Pos; 36.5443; 446; 494
Player_1_Torso_Pos; 36.5443; 703; 953
Player_1_Left_Hand_Pos; 36.5443; -89; 1281
Player_1_Right_Hand_Pos; 36.5443; 955; 1076
Player_1_Left_Foot_Pos; 36.5443; -630; 1242
Player_1_Right_Foot_Pos; 36.5443; 955; 1076
Player_1_Head_Pos; 36.5631; 582; 564
Player_1_Torso_Pos; 36.5631; 703; 910
Player_1_Left_Hand_Pos; 36.5631; 26; 1413
Player_1_Right_Hand_Pos; 36.5631; 1170; 1198
Player_1_Left_Foot_Pos; 36.5631; 1359; 616
Player_1_Right_Foot_Pos; 36.5631; 1170; 1198
Player_1_Head_Pos; 36.5965; 619; 691
Player_1_Torso_Pos; 36.5965; 745; 962
Player_1_Left_Hand_Pos; 36.5965; 57; 1553
Player_1_Right_Hand_Pos; 36.5965; 1207; 1330
Player_1_Left_Foot_Pos; 36.5965; 1354; 621
Player_1_Right_Foot_Pos; 36.5965; 1207; 1330
Player_1_Head_Pos; 36.6269; 619; 691
Player_1_Torso_Pos; 36.6269; 624; 966
Player_1_Left_Hand_Pos; 36.6269; 57; 1553
Player_1_Right_Hand_Pos; 36.6269; 1207; 1330
Player_1_Left_Foot_Pos; 36.6269; 1344; 778
Player_1_Right_Foot_Pos; 36.6269; 1207; 1330
Player_1_Head_Pos; 36.6423; 614; 695
Player_1_Torso_Pos; 36.6423; 0; 0
Player_1_Left_Hand_Pos; 36.6423; 52; 1557
Player_1_Right_Hand_Pos; 36.6423; 1207; 1334
Player_1_Left_Foot_Pos; 36.6423; 1554; 739
Player_1_Right_Foot_Pos; 36.6423; 1207; 1334
Player_1_Head_Pos; 36.6947; 871; 713
Player_1_Torso_Pos; 36.6947; 0; 0
Player_1_Left_Hand_Pos; 36.6947; 451; 822
Player_1_Right_Hand_Pos; 36.6947; 945; 936
Player_1_Left_Foot_Pos; 36.6947; 1554; 739
Player_1_Right_Foot_Pos; 36.6947; 945; 936
Player_1_Head_Pos; 36.7315; 1034; 765
Player_1_Torso_Pos; 36.7315; 0; 0
Player_1_Left_Hand_Pos; 36.7315; 451; 822
Player_1_Right_Hand_Pos; 36.7315; 1023; 1023
Player_1_Left_Foot_Pos; 36.7315; 1569; 704
Player_1_Right_Foot_Pos; 36.7315; 1023; 1023
Player_1_Head_Pos; 36.7422; 1008; 748
Player_1_Torso_Pos; 36.7422; 0; 0
Player_1_Left_Hand_Pos; 36.7422; 26; 371
Player_1_Right_Hand_Pos; 36.7422; 1008; 1023
Player_1_Left_Foot_Pos; 36.7422; 1569; 704
Player_1_Right_Foot_Pos; 36.7422; 1008; 1023
Player_1_Head_Pos; 36.7943; 1044; 761
Player_1_Torso_Pos; 36.7943; 0; 0
Player_1_Left_Hand_Pos; 36.7943; 530; 949
Player_1_Right_Hand_Pos; 36.7943; 1191; 1071
Player_1_Left_Foot_Pos; 36.7943; 1564; 708
Player_1_Right_Foot_Pos; 36.7943; 1191; 1071
Player_1_Head_Pos; 36.8347; 1044; 761
Player_1_Torso_Pos; 36.8347; 0; 0
Player_1_Left_Hand_Pos; 36.8347; 535; 949
Player_1_Right_Hand_Pos; 36.8347; 1186; 1067
Player_1_Left_Foot_Pos; 36.8347; 1569; 708
Player_1_Right_Foot_Pos; 36.8347; 1186; 1067
Player_1_Head_Pos; 36.8435; 1044; 761
Player_1_Torso_Pos; 36.8435; 0; 0
Player_1_Left_Hand_Pos; 36.8435; 535; 949
Player_1_Right_Hand_Pos; 36.8435; 1191; 1067
Player_1_Left_Foot_Pos; 36.8435; 1569; 708
Player_1_Right_Foot_Pos; 36.8435; 1191; 1067
Player_1_Head_Pos; 36.8965; 1044; 761
Player_1_Torso_Pos; 36.8965; 0; 0
Player_1_Left_Hand_Pos; 36.8965; 535; 953
Player_1_Right_Hand_Pos; 36.8965; 1186; 1067
Player_1_Left_Foot_Pos; 36.8965; 1564; 713
Player_1_Right_Foot_Pos; 36.8965; 1186; 1067
Player_1_Head_Pos; 36.9296; 1044; 761
Player_1_Torso_Pos; 36.9296; 0; 0
Player_1_Left_Hand_Pos; 36.9296; 535; 953
Player_1_Right_Hand_Pos; 36.9296; 1186; 1067
Player_1_Left_Foot_Pos; 36.9296; 1564; 713
Player_1_Right_Foot_Pos; 36.9296; 1186; 1067
Player_1_Head_Pos; 36.9617; 1044; 761
Player_1_Torso_Pos; 36.9617; 0; 0
Player_1_Left_Hand_Pos; 36.9617; 530; 953
Player_1_Right_Hand_Pos; 36.9617; 1186; 1067
Player_1_Left_Foot_Pos; 36.9617; 1564; 713
Player_1_Right_Foot_Pos; 36.9617; 1186; 1067
Player_1_Head_Pos; 36.9965; 1039; 761
Player_1_Torso_Pos; 36.9965; 0; 0
Player_1_Left_Hand_Pos; 36.9965; 530; 949
Player_1_Right_Hand_Pos; 36.9965; 1186; 1067
Player_1_Left_Foot_Pos; 36.9965; 1564; 713
Player_1_Right_Foot_Pos; 36.9965; 1186; 1067
Player_1_Head_Pos; 37.0299; 1013; 743
Player_1_Torso_Pos; 37.0299; 0; 0
Player_1_Left_Hand_Pos; 37.0299; 519; 936
Player_1_Right_Hand_Pos; 37.0299; 1155; 1045
Player_1_Left_Foot_Pos; 37.0299; 1564; 713
Player_1_Right_Foot_Pos; 37.0299; 1155; 1045
Player_1_Head_Pos; 37.0453; 1018; 752
Player_1_Torso_Pos; 37.0453; 0; 0
Player_1_Left_Hand_Pos; 37.0453; 567; 975
Player_1_Right_Hand_Pos; 37.0453; 1160; 1050
Player_1_Left_Foot_Pos; 37.0453; 1559; 713
Player_1_Right_Foot_Pos; 37.0453; 1160; 1050
Player_1_Head_Pos; 37.0992; 1013; 748
Player_1_Torso_Pos; 37.0992; 0; 0
Player_1_Left_Hand_Pos; 37.0992; 561; 975
Player_1_Right_Hand_Pos; 37.0992; 1155; 1045
Player_1_Left_Foot_Pos; 37.0992; 1559; 713
Player_1_Right_Foot_Pos; 37.0992; 1155; 1045
Player_1_Head_Pos; 37.1095; 1013; 748
Player_1_Torso_Pos; 37.1095; 0; 0
Player_1_Left_Hand_Pos; 37.1095; 567; 975
Player_1_Right_Hand_Pos; 37.1095; 1155; 1045
Player_1_Left_Foot_Pos; 37.1095; 1559; 713
Player_1_Right_Foot_Pos; 37.1095; 1155; 1045
