EVENT; TIME; ARG1; ARG2
Player_1_Torso_Pos; 18.3308; 750; 958
Player_1_Left_Hand_Pos; 18.3308; 635; 459
Player_1_Right_Hand_Pos; 18.3308; 1338; 726
Player_1_Left_Foot_Pos; 18.3308; 362; 704
Player_1_Right_Foot_Pos; 18.3308; 1338; 726
Player_1_Head_Pos; 18.3557; 708; 341
Player_1_Torso_Pos; 18.3557; 750; 958
Player_1_Left_Hand_Pos; 18.3557; 656; 525
Player_1_Right_Hand_Pos; 18.3557; 1338; 721
Player_1_Left_Foot_Pos; 18.3557; 367; 704
Player_1_Right_Foot_Pos; 18.3557; 1338; 721
Player_1_Head_Pos; 18.3978; 708; 341
Player_1_Torso_Pos; 18.3978; 766; 958
Player_1_Left_Hand_Pos; 18.3978; 656; 529
Player_1_Right_Hand_Pos; 18.3978; 1333; 726
Player_1_Left_Foot_Pos; 18.3978; 372; 713
Player_1_Right_Foot_Pos; 18.3978; 1333; 726
Player_1_Head_Pos; 18.4238; 708; 341
Player_1_Torso_Pos; 18.4238; 766; 958
Player_1_Left_Hand_Pos; 18.4238; 656; 529
Player_1_Right_Hand_Pos; 18.4238; 1239; 853
Player_1_Left_Foot_Pos; 18.4238; 367; 708
Player_1_Right_Foot_Pos; 18.4238; 1239; 853
Player_1_Head_Pos; 18.4725; 703; 341
Player_1_Torso_Pos; 18.4725; 756; 962
Player_1_Left_Hand_Pos; 18.4725; 666; 498
Player_1_Right_Hand_Pos; 18.4725; 1233; 875
Player_1_Left_Foot_Pos; 18.4725; 362; 704
Player_1_Right_Foot_Pos; 18.4725; 1233; 875
Player_1_Head_Pos; 18.4903; 640; 358
Player_1_Torso_Pos; 18.4903; 845; 940
Player_1_Left_Hand_Pos; 18.4903; 666; 503
Player_1_Right_Hand_Pos; 18.4903; 1312; 743
Player_1_Left_Foot_Pos; 18.4903; 420; 770
Player_1_Right_Foot_Pos; 18.4903; 1312; 743
Player_1_Head_Pos; 18.521; 498; 599
Player_1_Torso_Pos; 18.521; 850; 936
Player_1_Left_Hand_Pos; 18.521; 666; 494
Player_1_Right_Hand_Pos; 18.521; 1312; 739
Player_1_Left_Foot_Pos; 18.521; 420; 765
Player_1_Right_Foot_Pos; 18.521; 1312; 739
Player_1_Head_Pos; 18.5559; 546; 525
Player_1_Torso_Pos; 18.5559; 850; 936
Player_1_Left_Hand_Pos; 18.5559; 687; 455
Player_1_Right_Hand_Pos; 18.5559; 1302; 735
Player_1_Left_Foot_Pos; 18.5559; 420; 761
Player_1_Right_Foot_Pos; 18.5559; 1302; 735
Player_1_Head_Pos; 18.5803; 588; 529
Player_1_Torso_Pos; 18.5803; 855; 931
Player_1_Left_Hand_Pos; 18.5803; 693; 415
Player_1_Right_Hand_Pos; 18.5803; 1291; 730
Player_1_Left_Foot_Pos; 18.5803; 420; 761
Player_1_Right_Foot_Pos; 18.5803; 1291; 730
Player_1_Head_Pos; 18.6087; 588; 542
Player_1_Torso_Pos; 18.6087; 850; 923
Player_1_Left_Hand_Pos; 18.6087; 687; 441
Player_1_Right_Hand_Pos; 18.6087; 1239; 883
Player_1_Left_Foot_Pos; 18.6087; 420; 761
Player_1_Right_Foot_Pos; 18.6087; 1239; 883
Player_1_Head_Pos; 18.6603; 588; 533
Player_1_Torso_Pos; 18.6603; 850; 918
Player_1_Left_Hand_Pos; 18.6603; 682; 446
Player_1_Right_Hand_Pos; 18.6603; 1312; 761
Player_1_Left_Foot_Pos; 18.6603; 420; 765
Player_1_Right_Foot_Pos; 18.6603; 1312; 761
Player_1_Head_Pos; 18.7096; 593; 538
Player_1_Torso_Pos; 18.7096; 850; 914
Player_1_Left_Hand_Pos; 18.7096; 682; 446
Player_1_Right_Hand_Pos; 18.7096; 1233; 888
Player_1_Left_Foot_Pos; 18.7096; 420; 765
Player_1_Right_Foot_Pos; 18.7096; 1233; 888
Player_1_Head_Pos; 18.7318; 603; 542
Player_1_Torso_Pos; 18.7318; 855; 914
Player_1_Left_Hand_Pos; 18.7318; 687; 437
Player_1_Right_Hand_Pos; 18.7318; 1296; 743
Player_1_Left_Foot_Pos; 18.7318; 425; 765
Player_1_Right_Foot_Pos; 18.7318; 1296; 743
Player_1_Head_Pos; 18.7577; 603; 542
Player_1_Torso_Pos; 18.7577; 876; 901
Player_1_Left_Hand_Pos; 18.7577; 687; 437
Player_1_Right_Hand_Pos; 18.7577; 1233; 892
Player_1_Left_Foot_Pos; 18.7577; 546; 770
Player_1_Right_Foot_Pos; 18.7577; 1233; 892
Player_1_Head_Pos; 18.7885; 603; 533
Player_1_Torso_Pos; 18.7885; 871; 905
Player_1_Left_Hand_Pos; 18.7885; 693; 433
Player_1_Right_Hand_Pos; 18.7885; 1233; 892
Player_1_Left_Foot_Pos; 18.7885; 435; 765
Player_1_Right_Foot_Pos; 18.7885; 1233; 892
Player_1_Head_Pos; 18.8392; 603; 533
Player_1_Torso_Pos; 18.8392; 871; 905
Player_1_Left_Hand_Pos; 18.8392; 698; 424
Player_1_Right_Hand_Pos; 18.8392; 1233; 892
Player_1_Left_Foot_Pos; 18.8392; 435; 765
Player_1_Right_Foot_Pos; 18.8392; 1233; 892
Player_1_Head_Pos; 18.8576; 609; 538
Player_1_Torso_Pos; 18.8576; 871; 905
Player_1_Left_Hand_Pos; 18.8576; 708; 433
Player_1_Right_Hand_Pos; 18.8576; 1186; 721
Player_1_Left_Foot_Pos; 18.8576; 435; 761
Player_1_Right_Foot_Pos; 18.8576; 1186; 721
Player_1_Head_Pos; 18.8898; 609; 551
Player_1_Torso_Pos; 18.8898; 861; 901
Player_1_Left_Hand_Pos; 18.8898; 703; 441
Player_1_Right_Hand_Pos; 18.8898; 1202; 735
Player_1_Left_Foot_Pos; 18.8898; 435; 761
Player_1_Right_Foot_Pos; 18.8898; 1202; 735
Player_1_Head_Pos; 18.9388; 614; 555
Player_1_Torso_Pos; 18.9388; 861; 896
Player_1_Left_Hand_Pos; 18.9388; 803; 503
Player_1_Right_Hand_Pos; 18.9388; 1207; 743
Player_1_Left_Foot_Pos; 18.9388; 435; 761
Player_1_Right_Foot_Pos; 18.9388; 1207; 743
Player_1_Head_Pos; 18.9552; 614; 560
Player_1_Torso_Pos; 18.9552; 861; 866
Player_1_Left_Hand_Pos; 18.9552; 798; 507
Player_1_Right_Hand_Pos; 18.9552; 1286; 778
Player_1_Left_Foot_Pos; 18.9552; 430; 761
Player_1_Right_Foot_Pos; 18.9552; 1286; 778
Player_1_Head_Pos; 18.9865; 619; 555
Player_1_Torso_Pos; 18.9865; 861; 866
Player_1_Left_Hand_Pos; 18.9865; 803; 503
Player_1_Right_Hand_Pos; 18.9865; 1275; 735
Player_1_Left_Foot_Pos; 18.9865; 435; 761
Player_1_Right_Foot_Pos; 18.9865; 1275; 735
Player_1_Head_Pos; 19.0288; 619; 555
Player_1_Torso_Pos; 19.0288; 866; 866
Player_1_Left_Hand_Pos; 19.0288; 808; 507
Player_1_Right_Hand_Pos; 19.0288; 960; 673
Player_1_Left_Foot_Pos; 19.0288; 435; 761
Player_1_Right_Foot_Pos; 19.0288; 960; 673
Player_1_Head_Pos; 19.0615; 635; 573
Player_1_Torso_Pos; 19.0615; 861; 861
Player_1_Left_Hand_Pos; 19.0615; 803; 507
Player_1_Right_Hand_Pos; 19.0615; 960; 673
Player_1_Left_Foot_Pos; 19.0615; 430; 761
Player_1_Right_Foot_Pos; 19.0615; 960; 673
Player_1_Head_Pos; 19.071; 640; 581
Player_1_Torso_Pos; 19.071; 871; 853
Player_1_Left_Hand_Pos; 19.071; 803; 503
Player_1_Right_Hand_Pos; 19.071; 960; 673
Player_1_Left_Foot_Pos; 19.071; 546; 783
Player_1_Right_Foot_Pos; 19.071; 960; 673
Player_1_Head_Pos; 19.1278; 651; 590
Player_1_Torso_Pos; 19.1278; 866; 848
Player_1_Left_Hand_Pos; 19.1278; 803; 503
Player_1_Right_Hand_Pos; 19.1278; 966; 673
Player_1_Left_Foot_Pos; 19.1278; 430; 761
Player_1_Right_Foot_Pos; 19.1278; 966; 673
Player_1_Head_Pos; 19.1552; 840; 437
Player_1_Torso_Pos; 19.1552; 850; 861
Player_1_Left_Hand_Pos; 19.1552; 861; 516
Player_1_Right_Hand_Pos; 19.1552; 960; 665
Player_1_Left_Foot_Pos; 19.1552; 540; 783
Player_1_Right_Foot_Pos; 19.1552; 960; 665
Player_1_Head_Pos; 19.1957; 840; 437
Player_1_Torso_Pos; 19.1957; 850; 866
Player_1_Left_Hand_Pos; 19.1957; 861; 516
Player_1_Right_Hand_Pos; 19.1957; 966; 665
Player_1_Left_Foot_Pos; 19.1957; 598; 765
Player_1_Right_Foot_Pos; 19.1957; 966; 665
Player_1_Head_Pos; 19.2401; 824; 424
Player_1_Torso_Pos; 19.2401; 819; 870
Player_1_Left_Hand_Pos; 19.2401; 850; 516
Player_1_Right_Hand_Pos; 19.2401; 976; 669
Player_1_Left_Foot_Pos; 19.2401; 488; 748
Player_1_Right_Foot_Pos; 19.2401; 976; 669
Player_1_Head_Pos; 19.2568; 729; 433
Player_1_Torso_Pos; 19.2568; 845; 883
Player_1_Left_Hand_Pos; 19.2568; 834; 450
Player_1_Right_Hand_Pos; 19.2568; 987; 673
Player_1_Left_Foot_Pos; 19.2568; 546; 765
Player_1_Right_Foot_Pos; 19.2568; 987; 673
Player_1_Head_Pos; 19.2707; 708; 446
Player_1_Torso_Pos; 19.2707; 840; 879
Player_1_Left_Hand_Pos; 19.2707; 829; 459
Player_1_Right_Hand_Pos; 19.2707; 829; 673
Player_1_Left_Foot_Pos; 19.2707; 425; 761
Player_1_Right_Foot_Pos; 19.2707; 829; 673
Player_1_Head_Pos; 19.3241; 698; 450
Player_1_Torso_Pos; 19.3241; 824; 888
Player_1_Left_Hand_Pos; 19.3241; 813; 463
Player_1_Right_Hand_Pos; 19.3241; 824; 682
Player_1_Left_Foot_Pos; 19.3241; 425; 761
Player_1_Right_Foot_Pos; 19.3241; 824; 682
Player_1_Head_Pos; 19.3542; 677; 459
Player_1_Torso_Pos; 19.3542; 756; 905
Player_1_Left_Hand_Pos; 19.3542; 803; 472
Player_1_Right_Hand_Pos; 19.3542; 829; 656
Player_1_Left_Foot_Pos; 19.3542; 330; 739
Player_1_Right_Foot_Pos; 19.3542; 829; 656
Player_1_Head_Pos; 19.4043; 756; 293
Player_1_Torso_Pos; 19.4043; 703; 910
Player_1_Left_Hand_Pos; 19.4043; 714; 476
Player_1_Right_Hand_Pos; 19.4043; 829; 647
Player_1_Left_Foot_Pos; 19.4043; 273; 726
Player_1_Right_Foot_Pos; 19.4043; 829; 647
Player_1_Head_Pos; 19.4245; 756; 293
Player_1_Torso_Pos; 19.4245; 703; 918
Player_1_Left_Hand_Pos; 19.4245; 693; 494
Player_1_Right_Hand_Pos; 19.4245; 1239; 761
Player_1_Left_Foot_Pos; 19.4245; 267; 726
Player_1_Right_Foot_Pos; 19.4245; 1239; 761
Player_1_Head_Pos; 19.4723; 819; 306
Player_1_Torso_Pos; 19.4723; 703; 923
Player_1_Left_Hand_Pos; 19.4723; 693; 494
Player_1_Right_Hand_Pos; 19.4723; 1239; 748
Player_1_Left_Foot_Pos; 19.4723; 273; 721
Player_1_Right_Foot_Pos; 19.4723; 1239; 748
Player_1_Head_Pos; 19.4895; 840; 301
Player_1_Torso_Pos; 19.4895; 698; 923
Player_1_Left_Hand_Pos; 19.4895; 687; 498
Player_1_Right_Hand_Pos; 19.4895; 1228; 752
Player_1_Left_Foot_Pos; 19.4895; 278; 713
Player_1_Right_Foot_Pos; 19.4895; 1228; 752
Player_1_Head_Pos; 19.5375; 840; 301
Player_1_Torso_Pos; 19.5375; 703; 914
Player_1_Left_Hand_Pos; 19.5375; 677; 507
Player_1_Right_Hand_Pos; 19.5375; 1228; 748
Player_1_Left_Foot_Pos; 19.5375; 330; 713
Player_1_Right_Foot_Pos; 19.5375; 1228; 748
Player_1_Head_Pos; 19.5579; 682; 271
Player_1_Torso_Pos; 19.5579; 714; 883
Player_1_Left_Hand_Pos; 19.5579; 661; 538
Player_1_Right_Hand_Pos; 19.5579; 1270; 516
Player_1_Left_Foot_Pos; 19.5579; 346; 713
Player_1_Right_Foot_Pos; 19.5579; 1270; 516
Player_1_Head_Pos; 19.5992; 682; 271
Player_1_Torso_Pos; 19.5992; 714; 870
Player_1_Left_Hand_Pos; 19.5992; 651; 542
Player_1_Right_Hand_Pos; 19.5992; 1265; 520
Player_1_Left_Foot_Pos; 19.5992; 892; 822
Player_1_Right_Foot_Pos; 19.5992; 1265; 520
Player_1_Head_Pos; 19.6236; 677; 271
Player_1_Torso_Pos; 19.6236; 708; 848
Player_1_Left_Hand_Pos; 19.6236; 656; 577
Player_1_Right_Hand_Pos; 19.6236; 1254; 516
Player_1_Left_Foot_Pos; 19.6236; 892; 822
Player_1_Right_Foot_Pos; 19.6236; 1254; 516
Player_1_Head_Pos; 19.6571; 672; 266
Player_1_Torso_Pos; 19.6571; 708; 840
Player_1_Left_Hand_Pos; 19.6571; 666; 586
Player_1_Right_Hand_Pos; 19.6571; 1249; 503
Player_1_Left_Foot_Pos; 19.6571; 892; 822
Player_1_Right_Foot_Pos; 19.6571; 1249; 503
Player_1_Head_Pos; 19.7028; 672; 266
Player_1_Torso_Pos; 19.7028; 708; 831
Player_1_Left_Hand_Pos; 19.7028; 672; 577
Player_1_Right_Hand_Pos; 19.7028; 1239; 490
Player_1_Left_Foot_Pos; 19.7028; 892; 818
Player_1_Right_Foot_Pos; 19.7028; 1239; 490
Player_1_Head_Pos; 19.751; 672; 262
Player_1_Torso_Pos; 19.751; 714; 826
Player_1_Left_Hand_Pos; 19.751; 682; 581
Player_1_Right_Hand_Pos; 19.751; 1228; 476
Player_1_Left_Foot_Pos; 19.751; 892; 818
Player_1_Right_Foot_Pos; 19.751; 1228; 476
Player_1_Head_Pos; 19.759; 672; 262
Player_1_Torso_Pos; 19.759; 714; 826
Player_1_Left_Hand_Pos; 19.759; 687; 581
Player_1_Right_Hand_Pos; 19.759; 1218; 472
Player_1_Left_Foot_Pos; 19.759; 871; 818
Player_1_Right_Foot_Pos; 19.759; 1218; 472
Player_1_Head_Pos; 19.8027; 656; 210
Player_1_Torso_Pos; 19.8027; 719; 826
Player_1_Left_Hand_Pos; 19.8027; 687; 581
Player_1_Right_Hand_Pos; 19.8027; 1212; 468
Player_1_Left_Foot_Pos; 19.8027; 871; 813
Player_1_Right_Foot_Pos; 19.8027; 1212; 468
Player_1_Head_Pos; 19.8327; 656; 210
Player_1_Torso_Pos; 19.8327; 719; 822
Player_1_Left_Hand_Pos; 19.8327; 698; 581
Player_1_Right_Hand_Pos; 19.8327; 1207; 463
Player_1_Left_Foot_Pos; 19.8327; 976; 774
Player_1_Right_Foot_Pos; 19.8327; 1207; 463
Player_1_Head_Pos; 19.8646; 651; 214
Player_1_Torso_Pos; 19.8646; 719; 822
Player_1_Left_Hand_Pos; 19.8646; 708; 581
Player_1_Right_Hand_Pos; 19.8646; 1202; 463
Player_1_Left_Foot_Pos; 19.8646; 981; 774
Player_1_Right_Foot_Pos; 19.8646; 1202; 463
Player_1_Head_Pos; 19.8914; 651; 214
Player_1_Torso_Pos; 19.8914; 719; 822
Player_1_Left_Hand_Pos; 19.8914; 714; 586
Player_1_Right_Hand_Pos; 19.8914; 1202; 463
Player_1_Left_Foot_Pos; 19.8914; 981; 774
Player_1_Right_Foot_Pos; 19.8914; 1202; 463
Player_1_Head_Pos; 19.9055; 651; 218
Player_1_Torso_Pos; 19.9055; 719; 822
Player_1_Left_Hand_Pos; 19.9055; 719; 586
Player_1_Right_Hand_Pos; 19.9055; 1197; 463
Player_1_Left_Foot_Pos; 19.9055; 981; 770
Player_1_Right_Foot_Pos; 19.9055; 1197; 463
Player_1_Head_Pos; 19.9776; 651; 218
Player_1_Torso_Pos; 19.9776; 724; 818
Player_1_Left_Hand_Pos; 19.9776; 729; 586
Player_1_Right_Hand_Pos; 19.9776; 1191; 472
Player_1_Left_Foot_Pos; 19.9776; 913; 800
Player_1_Right_Foot_Pos; 19.9776; 1191; 472
Player_1_Head_Pos; 20.0393; 651; 223
Player_1_Torso_Pos; 20.0393; 724; 813
Player_1_Left_Hand_Pos; 20.0393; 735; 586
Player_1_Right_Hand_Pos; 20.0393; 1191; 472
Player_1_Left_Foot_Pos; 20.0393; 913; 796
Player_1_Right_Foot_Pos; 20.0393; 1191; 472
Player_1_Head_Pos; 20.0725; 645; 223
Player_1_Torso_Pos; 20.0725; 724; 813
Player_1_Left_Hand_Pos; 20.0725; 740; 590
Player_1_Right_Hand_Pos; 20.0725; 1186; 476
Player_1_Left_Foot_Pos; 20.0725; 918; 791
Player_1_Right_Foot_Pos; 20.0725; 1186; 476
Player_1_Head_Pos; 20.0912; 645; 223
Player_1_Torso_Pos; 20.0912; 724; 813
Player_1_Left_Hand_Pos; 20.0912; 745; 590
Player_1_Right_Hand_Pos; 20.0912; 1191; 485
Player_1_Left_Foot_Pos; 20.0912; 918; 791
Player_1_Right_Foot_Pos; 20.0912; 1191; 485
Player_1_Head_Pos; 20.144; 645; 227
Player_1_Torso_Pos; 20.144; 724; 813
Player_1_Left_Hand_Pos; 20.144; 745; 590
Player_1_Right_Hand_Pos; 20.144; 1197; 494
Player_1_Left_Foot_Pos; 20.144; 913; 783
Player_1_Right_Foot_Pos; 20.144; 1197; 494
Player_1_Head_Pos; 20.1587; 640; 236
Player_1_Torso_Pos; 20.1587; 724; 818
Player_1_Left_Hand_Pos; 20.1587; 750; 595
Player_1_Right_Hand_Pos; 20.1587; 1207; 520
Player_1_Left_Foot_Pos; 20.1587; 918; 787
Player_1_Right_Foot_Pos; 20.1587; 1207; 520
Player_1_Head_Pos; 20.211; 635; 245
Player_1_Torso_Pos; 20.211; 724; 818
Player_1_Left_Hand_Pos; 20.211; 808; 616
Player_1_Right_Hand_Pos; 20.211; 1202; 564
Player_1_Left_Foot_Pos; 20.211; 918; 796
Player_1_Right_Foot_Pos; 20.211; 1202; 564
Player_1_Head_Pos; 20.2244; 635; 253
Player_1_Torso_Pos; 20.2244; 724; 818
Player_1_Left_Hand_Pos; 20.2244; 1191; 634
Player_1_Right_Hand_Pos; 20.2244; 1207; 595
Player_1_Left_Foot_Pos; 20.2244; 918; 796
Player_1_Right_Foot_Pos; 20.2244; 1207; 595
Player_1_Head_Pos; 20.2721; 824; 529
Player_1_Torso_Pos; 20.2721; 829; 1006
Player_1_Left_Hand_Pos; 20.2721; 1039; 809
Player_1_Right_Hand_Pos; 20.2721; 1491; 1382
Player_1_Left_Foot_Pos; 20.2721; 687; 813
Player_1_Right_Foot_Pos; 20.2721; 1491; 1382
End; 20.8145; 2014-6-3 12:36:44; 0
