EVENT; TIME; ARG1; ARG2
Player_1_Left_Foot_Pos; 20.9973; 945; 988
Player_1_Right_Foot_Pos; 20.9973; 945; 695
Player_1_Head_Pos; 21.0778; 876; 511
Player_1_Torso_Pos; 21.0778; 971; 634
Player_1_Left_Hand_Pos; 21.0778; 719; 630
Player_1_Right_Hand_Pos; 21.0778; 945; 713
Player_1_Left_Foot_Pos; 21.0778; 945; 1023
Player_1_Right_Foot_Pos; 21.0778; 945; 713
Player_1_Head_Pos; 21.1121; 871; 511
Player_1_Torso_Pos; 21.1121; 971; 634
Player_1_Left_Hand_Pos; 21.1121; 719; 630
Player_1_Right_Hand_Pos; 21.1121; 976; 708
Player_1_Left_Foot_Pos; 21.1121; 945; 1023
Player_1_Right_Foot_Pos; 21.1121; 976; 708
Player_1_Head_Pos; 21.1191; 866; 511
Player_1_Torso_Pos; 21.1191; 971; 634
Player_1_Left_Hand_Pos; 21.1191; 719; 630
Player_1_Right_Hand_Pos; 21.1191; 1176; 743
Player_1_Left_Foot_Pos; 21.1191; 945; 1023
Player_1_Right_Foot_Pos; 21.1191; 1176; 743
Player_1_Head_Pos; 21.1751; 866; 511
Player_1_Torso_Pos; 21.1751; 966; 630
Player_1_Left_Hand_Pos; 21.1751; 714; 621
Player_1_Right_Hand_Pos; 21.1751; 1176; 743
Player_1_Left_Foot_Pos; 21.1751; 945; 1023
Player_1_Right_Foot_Pos; 21.1751; 1176; 743
Player_1_Head_Pos; 21.2109; 876; 511
Player_1_Torso_Pos; 21.2109; 971; 634
Player_1_Left_Hand_Pos; 21.2109; 719; 630
Player_1_Right_Hand_Pos; 21.2109; 1176; 743
Player_1_Left_Foot_Pos; 21.2109; 945; 1019
Player_1_Right_Foot_Pos; 21.2109; 1176; 743
Player_1_Head_Pos; 21.2348; 882; 511
Player_1_Torso_Pos; 21.2348; 971; 634
Player_1_Left_Hand_Pos; 21.2348; 719; 634
Player_1_Right_Hand_Pos; 21.2348; 1176; 743
Player_1_Left_Foot_Pos; 21.2348; 945; 1019
Player_1_Right_Foot_Pos; 21.2348; 1176; 743
Player_1_Head_Pos; 21.246; 882; 511
Player_1_Torso_Pos; 21.246; 976; 634
Player_1_Left_Hand_Pos; 21.246; 719; 634
Player_1_Right_Hand_Pos; 21.246; 1176; 752
Player_1_Left_Foot_Pos; 21.246; 945; 1019
Player_1_Right_Foot_Pos; 21.246; 1176; 752
Player_1_Head_Pos; 21.2787; 871; 511
Player_1_Torso_Pos; 21.2787; 976; 634
Player_1_Left_Hand_Pos; 21.2787; 719; 634
Player_1_Right_Hand_Pos; 21.2787; 1176; 752
Player_1_Left_Foot_Pos; 21.2787; 945; 1019
Player_1_Right_Foot_Pos; 21.2787; 1176; 752
Player_1_Head_Pos; 21.3294; 861; 511
Player_1_Torso_Pos; 21.3294; 929; 612
Player_1_Left_Hand_Pos; 21.3294; 693; 599
Player_1_Right_Hand_Pos; 21.3294; 1139; 726
Player_1_Left_Foot_Pos; 21.3294; 913; 962
Player_1_Right_Foot_Pos; 21.3294; 1139; 726
Player_1_Head_Pos; 21.3935; 850; 511
Player_1_Torso_Pos; 21.3935; 929; 616
Player_1_Left_Hand_Pos; 21.3935; 766; 765
Player_1_Right_Hand_Pos; 21.3935; 1123; 717
Player_1_Left_Foot_Pos; 21.3935; 876; 1041
Player_1_Right_Foot_Pos; 21.3935; 1123; 717
Player_1_Head_Pos; 21.5287; 840; 507
Player_1_Torso_Pos; 21.5287; 908; 621
Player_1_Left_Hand_Pos; 21.5287; 724; 761
Player_1_Right_Hand_Pos; 21.5287; 1071; 726
Player_1_Left_Foot_Pos; 21.5287; 829; 1028
Player_1_Right_Foot_Pos; 21.5287; 1071; 726
Player_1_Head_Pos; 21.6029; 619; 472
Player_1_Torso_Pos; 21.6029; 651; 595
Player_1_Left_Hand_Pos; 21.6029; 456; 721
Player_1_Right_Hand_Pos; 21.6029; 871; 660
Player_1_Left_Foot_Pos; 21.6029; 714; 975
Player_1_Right_Foot_Pos; 21.6029; 871; 660
End; 40.6489; 2014-7-30 9:58:22; 0
