EVENT; TIME; ARG1; ARG2
Player_1_Torso_Pos; 22.0893; 813; 647
Player_1_Left_Hand_Pos; 22.0893; 588; 402
Player_1_Right_Hand_Pos; 22.0893; 1197; 494
Player_1_Left_Foot_Pos; 22.0893; 687; 1680
Player_1_Right_Foot_Pos; 22.0893; 1197; 494
Player_1_Head_Pos; 22.1199; 834; 166
Player_1_Torso_Pos; 22.1199; 819; 647
Player_1_Left_Hand_Pos; 22.1199; 619; 389
Player_1_Right_Hand_Pos; 22.1199; 1181; 490
Player_1_Left_Foot_Pos; 22.1199; 346; 1566
Player_1_Right_Foot_Pos; 22.1199; 1181; 490
Player_1_Head_Pos; 22.1486; 834; 166
Player_1_Torso_Pos; 22.1486; 813; 647
Player_1_Left_Hand_Pos; 22.1486; 645; 363
Player_1_Right_Hand_Pos; 22.1486; 1160; 476
Player_1_Left_Foot_Pos; 22.1486; 372; 1548
Player_1_Right_Foot_Pos; 22.1486; 1160; 476
Player_1_Head_Pos; 22.2042; 829; 161
Player_1_Torso_Pos; 22.2042; 813; 638
Player_1_Left_Hand_Pos; 22.2042; 666; 341
Player_1_Right_Hand_Pos; 22.2042; 1144; 463
Player_1_Left_Foot_Pos; 22.2042; 530; 1561
Player_1_Right_Foot_Pos; 22.2042; 1144; 463
Player_1_Head_Pos; 22.2169; 829; 157
Player_1_Torso_Pos; 22.2169; 808; 630
Player_1_Left_Hand_Pos; 22.2169; 687; 323
Player_1_Right_Hand_Pos; 22.2169; 1139; 450
Player_1_Left_Foot_Pos; 22.2169; 561; 1535
Player_1_Right_Foot_Pos; 22.2169; 1139; 450
Player_1_Head_Pos; 22.2703; 824; 153
Player_1_Torso_Pos; 22.2703; 803; 621
Player_1_Left_Hand_Pos; 22.2703; 693; 310
Player_1_Right_Hand_Pos; 22.2703; 1123; 433
Player_1_Left_Foot_Pos; 22.2703; 514; 1487
Player_1_Right_Foot_Pos; 22.2703; 1123; 433
Player_1_Head_Pos; 22.2819; 819; 144
Player_1_Torso_Pos; 22.2819; 803; 616
Player_1_Left_Hand_Pos; 22.2819; 693; 293
Player_1_Right_Hand_Pos; 22.2819; 1113; 424
Player_1_Left_Foot_Pos; 22.2819; 519; 1470
Player_1_Right_Foot_Pos; 22.2819; 1113; 424
Player_1_Head_Pos; 22.3356; 819; 144
Player_1_Torso_Pos; 22.3356; 798; 616
Player_1_Left_Hand_Pos; 22.3356; 698; 293
Player_1_Right_Hand_Pos; 22.3356; 1107; 420
Player_1_Left_Foot_Pos; 22.3356; 519; 1456
Player_1_Right_Foot_Pos; 22.3356; 1107; 420
Player_1_Head_Pos; 22.3518; 813; 148
Player_1_Torso_Pos; 22.3518; 798; 621
Player_1_Left_Hand_Pos; 22.3518; 703; 297
Player_1_Right_Hand_Pos; 22.3518; 1102; 420
Player_1_Left_Foot_Pos; 22.3518; 719; 1001
Player_1_Right_Foot_Pos; 22.3518; 1102; 420
Player_1_Head_Pos; 22.3837; 808; 153
Player_1_Torso_Pos; 22.3837; 798; 621
Player_1_Left_Hand_Pos; 22.3837; 708; 301
Player_1_Right_Hand_Pos; 22.3837; 1102; 420
Player_1_Left_Foot_Pos; 22.3837; 1002; 1080
Player_1_Right_Foot_Pos; 22.3837; 1102; 420
Player_1_Head_Pos; 22.4453; 808; 153
Player_1_Torso_Pos; 22.4453; 798; 625
Player_1_Left_Hand_Pos; 22.4453; 703; 306
Player_1_Right_Hand_Pos; 22.4453; 1097; 420
Player_1_Left_Foot_Pos; 22.4453; 1002; 1085
Player_1_Right_Foot_Pos; 22.4453; 1097; 420
Player_1_Head_Pos; 22.4664; 803; 157
Player_1_Torso_Pos; 22.4664; 798; 621
Player_1_Left_Hand_Pos; 22.4664; 708; 306
Player_1_Right_Hand_Pos; 22.4664; 1097; 420
Player_1_Left_Foot_Pos; 22.4664; 997; 1085
Player_1_Right_Foot_Pos; 22.4664; 1097; 420
Player_1_Head_Pos; 22.4853; 803; 157
Player_1_Torso_Pos; 22.4853; 792; 621
Player_1_Left_Hand_Pos; 22.4853; 714; 301
Player_1_Right_Hand_Pos; 22.4853; 1097; 415
Player_1_Left_Foot_Pos; 22.4853; 992; 1089
Player_1_Right_Foot_Pos; 22.4853; 1097; 415
Player_1_Head_Pos; 22.5324; 798; 153
Player_1_Torso_Pos; 22.5324; 792; 616
Player_1_Left_Hand_Pos; 22.5324; 714; 297
Player_1_Right_Hand_Pos; 22.5324; 1097; 415
Player_1_Left_Foot_Pos; 22.5324; 981; 1089
Player_1_Right_Foot_Pos; 22.5324; 1097; 415
Player_1_Head_Pos; 22.5533; 798; 148
Player_1_Torso_Pos; 22.5533; 792; 612
Player_1_Left_Hand_Pos; 22.5533; 714; 293
Player_1_Right_Hand_Pos; 22.5533; 1097; 411
Player_1_Left_Foot_Pos; 22.5533; 729; 988
Player_1_Right_Foot_Pos; 22.5533; 1097; 411
Player_1_Head_Pos; 22.6162; 798; 148
Player_1_Torso_Pos; 22.6162; 792; 608
Player_1_Left_Hand_Pos; 22.6162; 719; 288
Player_1_Right_Hand_Pos; 22.6162; 1097; 411
Player_1_Left_Foot_Pos; 22.6162; 729; 984
Player_1_Right_Foot_Pos; 22.6162; 1097; 411
Player_1_Head_Pos; 22.6505; 798; 148
Player_1_Torso_Pos; 22.6505; 792; 608
Player_1_Left_Hand_Pos; 22.6505; 714; 297
Player_1_Right_Hand_Pos; 22.6505; 1097; 411
Player_1_Left_Foot_Pos; 22.6505; 729; 988
Player_1_Right_Foot_Pos; 22.6505; 1097; 411
Player_1_Head_Pos; 22.7005; 798; 153
Player_1_Torso_Pos; 22.7005; 792; 608
Player_1_Left_Hand_Pos; 22.7005; 719; 306
Player_1_Right_Hand_Pos; 22.7005; 1097; 415
Player_1_Left_Foot_Pos; 22.7005; 729; 988
Player_1_Right_Foot_Pos; 22.7005; 1097; 415
Player_1_Head_Pos; 22.7399; 798; 153
Player_1_Torso_Pos; 22.7399; 792; 612
Player_1_Left_Hand_Pos; 22.7399; 714; 306
Player_1_Right_Hand_Pos; 22.7399; 1097; 415
Player_1_Left_Foot_Pos; 22.7399; 735; 988
Player_1_Right_Foot_Pos; 22.7399; 1097; 415
Player_1_Head_Pos; 22.7705; 798; 153
Player_1_Torso_Pos; 22.7705; 792; 608
Player_1_Left_Hand_Pos; 22.7705; 719; 301
Player_1_Right_Hand_Pos; 22.7705; 1102; 415
Player_1_Left_Foot_Pos; 22.7705; 735; 988
Player_1_Right_Foot_Pos; 22.7705; 1102; 415
Player_1_Head_Pos; 22.781; 798; 153
Player_1_Torso_Pos; 22.781; 792; 608
Player_1_Left_Hand_Pos; 22.781; 719; 301
Player_1_Right_Hand_Pos; 22.781; 1102; 415
Player_1_Left_Foot_Pos; 22.781; 735; 984
Player_1_Right_Foot_Pos; 22.781; 1102; 415
Player_1_Head_Pos; 22.844; 798; 153
Player_1_Torso_Pos; 22.844; 792; 603
Player_1_Left_Hand_Pos; 22.844; 719; 306
Player_1_Right_Hand_Pos; 22.844; 1102; 415
Player_1_Left_Foot_Pos; 22.844; 745; 980
Player_1_Right_Foot_Pos; 22.844; 1102; 415
Player_1_Head_Pos; 22.8715; 798; 148
Player_1_Torso_Pos; 22.8715; 798; 603
Player_1_Left_Hand_Pos; 22.8715; 719; 306
Player_1_Right_Hand_Pos; 22.8715; 1097; 415
Player_1_Left_Foot_Pos; 22.8715; 745; 980
Player_1_Right_Foot_Pos; 22.8715; 1097; 415
Player_1_Head_Pos; 22.8857; 798; 148
Player_1_Torso_Pos; 22.8857; 798; 603
Player_1_Left_Hand_Pos; 22.8857; 724; 319
Player_1_Right_Hand_Pos; 22.8857; 1097; 420
Player_1_Left_Foot_Pos; 22.8857; 745; 980
Player_1_Right_Foot_Pos; 22.8857; 1097; 420
Player_1_Head_Pos; 22.9337; 798; 148
Player_1_Torso_Pos; 22.9337; 798; 603
Player_1_Left_Hand_Pos; 22.9337; 729; 328
Player_1_Right_Hand_Pos; 22.9337; 1092; 424
Player_1_Left_Foot_Pos; 22.9337; 745; 980
Player_1_Right_Foot_Pos; 22.9337; 1092; 424
Player_1_Head_Pos; 22.9541; 798; 153
Player_1_Torso_Pos; 22.9541; 798; 603
Player_1_Left_Hand_Pos; 22.9541; 729; 332
Player_1_Right_Hand_Pos; 22.9541; 1086; 424
Player_1_Left_Foot_Pos; 22.9541; 908; 1089
Player_1_Right_Foot_Pos; 22.9541; 1086; 424
Player_1_Head_Pos; 23.0029; 798; 153
Player_1_Torso_Pos; 23.0029; 798; 603
Player_1_Left_Hand_Pos; 23.0029; 729; 336
Player_1_Right_Hand_Pos; 23.0029; 1081; 428
Player_1_Left_Foot_Pos; 23.0029; 750; 980
Player_1_Right_Foot_Pos; 23.0029; 1081; 428
Player_1_Head_Pos; 23.0208; 798; 153
Player_1_Torso_Pos; 23.0208; 798; 603
Player_1_Left_Hand_Pos; 23.0208; 729; 341
Player_1_Right_Hand_Pos; 23.0208; 1071; 428
Player_1_Left_Foot_Pos; 23.0208; 719; 980
Player_1_Right_Foot_Pos; 23.0208; 1071; 428
Player_1_Head_Pos; 23.0511; 798; 153
Player_1_Torso_Pos; 23.0511; 798; 603
Player_1_Left_Hand_Pos; 23.0511; 729; 341
Player_1_Right_Hand_Pos; 23.0511; 1065; 428
Player_1_Left_Foot_Pos; 23.0511; 719; 980
Player_1_Right_Foot_Pos; 23.0511; 1065; 428
Player_1_Head_Pos; 23.0851; 798; 153
Player_1_Torso_Pos; 23.0851; 798; 603
Player_1_Left_Hand_Pos; 23.0851; 729; 341
Player_1_Right_Hand_Pos; 23.0851; 1050; 424
Player_1_Left_Foot_Pos; 23.0851; 719; 975
Player_1_Right_Foot_Pos; 23.0851; 1050; 424
Player_1_Head_Pos; 23.1047; 792; 153
Player_1_Torso_Pos; 23.1047; 792; 603
Player_1_Left_Hand_Pos; 23.1047; 729; 350
Player_1_Right_Hand_Pos; 23.1047; 1034; 420
Player_1_Left_Foot_Pos; 23.1047; 724; 980
Player_1_Right_Foot_Pos; 23.1047; 1034; 420
Player_1_Head_Pos; 23.1545; 792; 153
Player_1_Torso_Pos; 23.1545; 792; 603
Player_1_Left_Hand_Pos; 23.1545; 729; 354
Player_1_Right_Hand_Pos; 23.1545; 1013; 420
Player_1_Left_Foot_Pos; 23.1545; 908; 1098
Player_1_Right_Foot_Pos; 23.1545; 1013; 420
Player_1_Head_Pos; 23.1946; 792; 153
Player_1_Torso_Pos; 23.1946; 792; 603
Player_1_Left_Hand_Pos; 23.1946; 729; 363
Player_1_Right_Hand_Pos; 23.1946; 992; 415
Player_1_Left_Foot_Pos; 23.1946; 908; 1102
Player_1_Right_Foot_Pos; 23.1946; 992; 415
Player_1_Head_Pos; 23.2313; 792; 157
Player_1_Torso_Pos; 23.2313; 792; 603
Player_1_Left_Hand_Pos; 23.2313; 724; 376
Player_1_Right_Hand_Pos; 23.2313; 976; 411
Player_1_Left_Foot_Pos; 23.2313; 908; 1102
Player_1_Right_Foot_Pos; 23.2313; 976; 411
Player_1_Head_Pos; 23.2508; 787; 157
Player_1_Torso_Pos; 23.2508; 782; 612
Player_1_Left_Hand_Pos; 23.2508; 719; 376
Player_1_Right_Hand_Pos; 23.2508; 950; 402
Player_1_Left_Foot_Pos; 23.2508; 897; 1111
Player_1_Right_Foot_Pos; 23.2508; 950; 402
Player_1_Head_Pos; 23.303; 787; 153
Player_1_Torso_Pos; 23.303; 782; 608
Player_1_Left_Hand_Pos; 23.303; 714; 385
Player_1_Right_Hand_Pos; 23.303; 934; 380
Player_1_Left_Foot_Pos; 23.303; 908; 1106
Player_1_Right_Foot_Pos; 23.303; 934; 380
Player_1_Head_Pos; 23.324; 782; 153
Player_1_Torso_Pos; 23.324; 782; 603
Player_1_Left_Hand_Pos; 23.324; 708; 393
Player_1_Right_Hand_Pos; 23.324; 913; 363
Player_1_Left_Foot_Pos; 23.324; 908; 1111
Player_1_Right_Foot_Pos; 23.324; 913; 363
Player_1_Head_Pos; 23.3552; 782; 153
Player_1_Torso_Pos; 23.3552; 782; 603
Player_1_Left_Hand_Pos; 23.3552; 708; 411
Player_1_Right_Hand_Pos; 23.3552; 908; 354
Player_1_Left_Foot_Pos; 23.3552; 903; 1111
Player_1_Right_Foot_Pos; 23.3552; 908; 354
Player_1_Head_Pos; 23.4021; 782; 153
Player_1_Torso_Pos; 23.4021; 782; 603
Player_1_Left_Hand_Pos; 23.4021; 708; 437
Player_1_Right_Hand_Pos; 23.4021; 887; 328
Player_1_Left_Foot_Pos; 23.4021; 892; 1111
Player_1_Right_Foot_Pos; 23.4021; 887; 328
Player_1_Head_Pos; 23.4212; 782; 153
Player_1_Torso_Pos; 23.4212; 782; 603
Player_1_Left_Hand_Pos; 23.4212; 703; 476
Player_1_Right_Hand_Pos; 23.4212; 887; 328
Player_1_Left_Foot_Pos; 23.4212; 892; 1120
Player_1_Right_Foot_Pos; 23.4212; 887; 328
Player_1_Head_Pos; 23.4695; 787; 153
Player_1_Torso_Pos; 23.4695; 782; 603
Player_1_Left_Hand_Pos; 23.4695; 582; 546
Player_1_Right_Hand_Pos; 23.4695; 777; 428
Player_1_Left_Foot_Pos; 23.4695; 771; 975
Player_1_Right_Foot_Pos; 23.4695; 777; 428
Player_1_Head_Pos; 23.4852; 787; 153
Player_1_Torso_Pos; 23.4852; 782; 603
Player_1_Left_Hand_Pos; 23.4852; 782; 494
Player_1_Right_Hand_Pos; 23.4852; 756; 446
Player_1_Left_Foot_Pos; 23.4852; 766; 971
Player_1_Right_Foot_Pos; 23.4852; 756; 446
Player_1_Head_Pos; 23.516; 792; 148
Player_1_Torso_Pos; 23.516; 777; 603
Player_1_Left_Hand_Pos; 23.516; 766; 503
Player_1_Right_Hand_Pos; 23.516; 750; 476
Player_1_Left_Foot_Pos; 23.516; 771; 975
Player_1_Right_Foot_Pos; 23.516; 750; 476
Player_1_Head_Pos; 23.5662; 798; 148
Player_1_Torso_Pos; 23.5662; 777; 608
Player_1_Left_Hand_Pos; 23.5662; 745; 573
Player_1_Right_Hand_Pos; 23.5662; 745; 498
Player_1_Left_Foot_Pos; 23.5662; 971; 1111
Player_1_Right_Foot_Pos; 23.5662; 745; 498
Player_1_Head_Pos; 23.589; 798; 144
Player_1_Torso_Pos; 23.589; 777; 608
Player_1_Left_Hand_Pos; 23.589; 588; 630
Player_1_Right_Hand_Pos; 23.589; 756; 595
Player_1_Left_Foot_Pos; 23.589; 976; 1120
Player_1_Right_Foot_Pos; 23.589; 756; 595
Player_1_Head_Pos; 23.6334; 803; 144
Player_1_Torso_Pos; 23.6334; 777; 608
Player_1_Left_Hand_Pos; 23.6334; 582; 634
Player_1_Right_Hand_Pos; 23.6334; 745; 603
Player_1_Left_Foot_Pos; 23.6334; 971; 1141
Player_1_Right_Foot_Pos; 23.6334; 745; 603
Player_1_Head_Pos; 23.6506; 803; 144
Player_1_Torso_Pos; 23.6506; 777; 612
Player_1_Left_Hand_Pos; 23.6506; 582; 651
Player_1_Right_Hand_Pos; 23.6506; 735; 621
Player_1_Left_Foot_Pos; 23.6506; 871; 1137
Player_1_Right_Foot_Pos; 23.6506; 735; 621
Player_1_Head_Pos; 23.7008; 803; 140
Player_1_Torso_Pos; 23.7008; 777; 612
Player_1_Left_Hand_Pos; 23.7008; 577; 660
Player_1_Right_Hand_Pos; 23.7008; 740; 634
Player_1_Left_Foot_Pos; 23.7008; 882; 1137
Player_1_Right_Foot_Pos; 23.7008; 740; 634
Player_1_Head_Pos; 23.7456; 803; 148
Player_1_Torso_Pos; 23.7456; 777; 612
Player_1_Left_Hand_Pos; 23.7456; 572; 669
Player_1_Right_Hand_Pos; 23.7456; 740; 643
Player_1_Left_Foot_Pos; 23.7456; 430; 1316
Player_1_Right_Foot_Pos; 23.7456; 740; 643
Player_1_Head_Pos; 23.7605; 803; 135
Player_1_Torso_Pos; 23.7605; 777; 612
Player_1_Left_Hand_Pos; 23.7605; 567; 673
Player_1_Right_Hand_Pos; 23.7605; 740; 651
Player_1_Left_Foot_Pos; 23.7605; 708; 1408
Player_1_Right_Foot_Pos; 23.7605; 740; 651
Player_1_Head_Pos; 23.8152; 798; 140
Player_1_Torso_Pos; 23.8152; 777; 612
Player_1_Left_Hand_Pos; 23.8152; 561; 678
Player_1_Right_Hand_Pos; 23.8152; 708; 682
Player_1_Left_Foot_Pos; 23.8152; 672; 1417
Player_1_Right_Foot_Pos; 23.8152; 708; 682
Player_1_Head_Pos; 23.8309; 798; 131
Player_1_Torso_Pos; 23.8309; 777; 612
Player_1_Left_Hand_Pos; 23.8309; 551; 686
Player_1_Right_Hand_Pos; 23.8309; 698; 700
Player_1_Left_Foot_Pos; 23.8309; 666; 1421
Player_1_Right_Foot_Pos; 23.8309; 698; 700
Player_1_Head_Pos; 23.8554; 798; 131
Player_1_Torso_Pos; 23.8554; 777; 612
Player_1_Left_Hand_Pos; 23.8554; 546; 695
Player_1_Right_Hand_Pos; 23.8554; 656; 713
Player_1_Left_Foot_Pos; 23.8554; 546; 1408
Player_1_Right_Foot_Pos; 23.8554; 656; 713
Player_1_Head_Pos; 23.8854; 803; 131
Player_1_Torso_Pos; 23.8854; 777; 616
Player_1_Left_Hand_Pos; 23.8854; 530; 708
Player_1_Right_Hand_Pos; 23.8854; 834; 472
Player_1_Left_Foot_Pos; 23.8854; 546; 1417
Player_1_Right_Foot_Pos; 23.8854; 834; 472
Player_1_Head_Pos; 23.9153; 798; 131
Player_1_Torso_Pos; 23.9153; 782; 616
Player_1_Left_Hand_Pos; 23.9153; 498; 717
Player_1_Right_Hand_Pos; 23.9153; 840; 472
Player_1_Left_Foot_Pos; 23.9153; 561; 1448
Player_1_Right_Foot_Pos; 23.9153; 840; 472
Player_1_Head_Pos; 23.9699; 798; 131
Player_1_Torso_Pos; 23.9699; 782; 621
Player_1_Left_Hand_Pos; 23.9699; 467; 735
Player_1_Right_Hand_Pos; 23.9699; 866; 525
Player_1_Left_Foot_Pos; 23.9699; 567; 1461
Player_1_Right_Foot_Pos; 23.9699; 866; 525
Player_1_Head_Pos; 23.9859; 798; 131
Player_1_Torso_Pos; 23.9859; 782; 621
Player_1_Left_Hand_Pos; 23.9859; 414; 748
Player_1_Right_Hand_Pos; 23.9859; 871; 520
Player_1_Left_Foot_Pos; 23.9859; 561; 1474
Player_1_Right_Foot_Pos; 23.9859; 871; 520
Player_1_Head_Pos; 24.0272; 798; 140
Player_1_Torso_Pos; 24.0272; 782; 621
Player_1_Left_Hand_Pos; 24.0272; 451; 726
Player_1_Right_Hand_Pos; 24.0272; 981; 599
Player_1_Left_Foot_Pos; 24.0272; 546; 1483
Player_1_Right_Foot_Pos; 24.0272; 981; 599
Player_1_Head_Pos; 24.0512; 798; 144
Player_1_Torso_Pos; 24.0512; 782; 625
Player_1_Left_Hand_Pos; 24.0512; 336; 752
Player_1_Right_Hand_Pos; 24.0512; 924; 520
Player_1_Left_Foot_Pos; 24.0512; 488; 1491
Player_1_Right_Foot_Pos; 24.0512; 924; 520
Player_1_Head_Pos; 24.1028; 803; 153
Player_1_Torso_Pos; 24.1028; 782; 630
Player_1_Left_Hand_Pos; 24.1028; 378; 691
Player_1_Right_Hand_Pos; 24.1028; 850; 446
Player_1_Left_Foot_Pos; 24.1028; 451; 1496
Player_1_Right_Foot_Pos; 24.1028; 850; 446
Player_1_Head_Pos; 24.1193; 803; 161
Player_1_Torso_Pos; 24.1193; 771; 638
Player_1_Left_Hand_Pos; 24.1193; 367; 704
Player_1_Right_Hand_Pos; 24.1193; 845; 433
Player_1_Left_Foot_Pos; 24.1193; 446; 1513
Player_1_Right_Foot_Pos; 24.1193; 845; 433
Player_1_Head_Pos; 24.1503; 798; 166
Player_1_Torso_Pos; 24.1503; 777; 647
Player_1_Left_Hand_Pos; 24.1503; 336; 735
Player_1_Right_Hand_Pos; 24.1503; 845; 428
Player_1_Left_Foot_Pos; 24.1503; 441; 1548
Player_1_Right_Foot_Pos; 24.1503; 845; 428
Player_1_Head_Pos; 24.22; 798; 170
Player_1_Torso_Pos; 24.22; 782; 651
Player_1_Left_Hand_Pos; 24.22; 336; 735
Player_1_Right_Hand_Pos; 24.22; 1160; 774
Player_1_Left_Foot_Pos; 24.22; 409; 1544
Player_1_Right_Foot_Pos; 24.22; 1160; 774
Player_1_Head_Pos; 24.2312; 792; 175
Player_1_Torso_Pos; 24.2312; 787; 651
Player_1_Left_Hand_Pos; 24.2312; 325; 748
Player_1_Right_Hand_Pos; 24.2312; 1160; 752
Player_1_Left_Foot_Pos; 24.2312; 393; 1544
Player_1_Right_Foot_Pos; 24.2312; 1160; 752
Player_1_Head_Pos; 24.2525; 792; 175
Player_1_Torso_Pos; 24.2525; 787; 656
Player_1_Left_Hand_Pos; 24.2525; 315; 756
Player_1_Right_Hand_Pos; 24.2525; 1165; 756
Player_1_Left_Foot_Pos; 24.2525; 399; 1553
Player_1_Right_Foot_Pos; 24.2525; 1165; 756
Player_1_Head_Pos; 24.3004; 792; 179
Player_1_Torso_Pos; 24.3004; 792; 660
Player_1_Left_Hand_Pos; 24.3004; 309; 761
Player_1_Right_Hand_Pos; 24.3004; 1170; 756
Player_1_Left_Foot_Pos; 24.3004; 325; 1544
Player_1_Right_Foot_Pos; 24.3004; 1170; 756
Player_1_Head_Pos; 24.3242; 787; 183
Player_1_Torso_Pos; 24.3242; 792; 665
Player_1_Left_Hand_Pos; 24.3242; 304; 778
Player_1_Right_Hand_Pos; 24.3242; 1197; 892
Player_1_Left_Foot_Pos; 24.3242; 346; 1561
Player_1_Right_Foot_Pos; 24.3242; 1197; 892
Player_1_Head_Pos; 24.3659; 787; 188
Player_1_Torso_Pos; 24.3659; 798; 669
Player_1_Left_Hand_Pos; 24.3659; 304; 787
Player_1_Right_Hand_Pos; 24.3659; 1191; 910
Player_1_Left_Foot_Pos; 24.3659; 309; 1561
Player_1_Right_Foot_Pos; 24.3659; 1191; 910
Player_1_Head_Pos; 24.387; 782; 188
Player_1_Torso_Pos; 24.387; 798; 673
Player_1_Left_Hand_Pos; 24.387; 309; 796
Player_1_Right_Hand_Pos; 24.387; 1186; 923
Player_1_Left_Foot_Pos; 24.387; 278; 1561
Player_1_Right_Foot_Pos; 24.387; 1186; 923
Player_1_Head_Pos; 24.4567; 782; 192
Player_1_Torso_Pos; 24.4567; 798; 678
Player_1_Left_Hand_Pos; 24.4567; 309; 800
Player_1_Right_Hand_Pos; 24.4567; 1165; 936
Player_1_Left_Foot_Pos; 24.4567; 267; 1570
Player_1_Right_Foot_Pos; 24.4567; 1165; 936
Player_1_Head_Pos; 24.4873; 777; 196
Player_1_Torso_Pos; 24.4873; 798; 686
Player_1_Left_Hand_Pos; 24.4873; 315; 800
Player_1_Right_Hand_Pos; 24.4873; 1123; 962
Player_1_Left_Foot_Pos; 24.4873; 315; 1618
Player_1_Right_Foot_Pos; 24.4873; 1123; 962
Player_1_Head_Pos; 24.5168; 777; 201
Player_1_Torso_Pos; 24.5168; 792; 686
Player_1_Left_Hand_Pos; 24.5168; 252; 914
Player_1_Right_Hand_Pos; 24.5168; 1102; 966
Player_1_Left_Foot_Pos; 24.5168; 315; 1631
Player_1_Right_Foot_Pos; 24.5168; 1102; 966
Player_1_Head_Pos; 24.5487; 771; 201
Player_1_Torso_Pos; 24.5487; 792; 691
Player_1_Left_Hand_Pos; 24.5487; 257; 914
Player_1_Right_Hand_Pos; 24.5487; 1097; 971
Player_1_Left_Foot_Pos; 24.5487; 315; 1649
Player_1_Right_Foot_Pos; 24.5487; 1097; 971
Player_1_Head_Pos; 24.6084; 771; 196
Player_1_Torso_Pos; 24.6084; 792; 691
Player_1_Left_Hand_Pos; 24.6084; 252; 918
Player_1_Right_Hand_Pos; 24.6084; 1097; 975
Player_1_Left_Foot_Pos; 24.6084; 288; 1662
Player_1_Right_Foot_Pos; 24.6084; 1097; 975
Player_1_Head_Pos; 24.6241; 771; 196
Player_1_Torso_Pos; 24.6241; 798; 700
Player_1_Left_Hand_Pos; 24.6241; 252; 918
Player_1_Right_Hand_Pos; 24.6241; 1102; 980
Player_1_Left_Foot_Pos; 24.6241; 262; 1671
Player_1_Right_Foot_Pos; 24.6241; 1102; 980
Player_1_Head_Pos; 24.652; 766; 188
Player_1_Torso_Pos; 24.652; 798; 700
Player_1_Left_Hand_Pos; 24.652; 246; 918
Player_1_Right_Hand_Pos; 24.652; 1113; 984
Player_1_Left_Foot_Pos; 24.652; 204; 1688
Player_1_Right_Foot_Pos; 24.652; 1113; 984
Player_1_Head_Pos; 24.6816; 761; 175
Player_1_Torso_Pos; 24.6816; 798; 700
Player_1_Left_Hand_Pos; 24.6816; 246; 914
Player_1_Right_Hand_Pos; 24.6816; 1123; 980
Player_1_Left_Foot_Pos; 24.6816; 189; 1688
Player_1_Right_Foot_Pos; 24.6816; 1123; 980
Player_1_Head_Pos; 24.7309; 756; 157
Player_1_Torso_Pos; 24.7309; 803; 691
Player_1_Left_Hand_Pos; 24.7309; 246; 905
Player_1_Right_Hand_Pos; 24.7309; 1139; 975
Player_1_Left_Foot_Pos; 24.7309; 131; 1680
Player_1_Right_Foot_Pos; 24.7309; 1139; 975
Player_1_Head_Pos; 24.7522; 745; 144
Player_1_Torso_Pos; 24.7522; 798; 682
Player_1_Left_Hand_Pos; 24.7522; 246; 901
Player_1_Right_Hand_Pos; 24.7522; 1149; 962
