EVENT; TIME; ARG1; ARG2
Player_1_Right_Foot_Pos; 25.4739; 1396; 726
Player_1_Head_Pos; 25.5219; 1286; 411
Player_1_Torso_Pos; 25.5219; 1118; 638
Player_1_Left_Hand_Pos; 25.5219; 966; 630
Player_1_Right_Hand_Pos; 25.5219; 1407; 743
Player_1_Left_Foot_Pos; 25.5219; 1102; 980
Player_1_Right_Foot_Pos; 25.5219; 1407; 743
Player_1_Head_Pos; 25.5419; 1370; 420
Player_1_Torso_Pos; 25.5419; 1223; 621
Player_1_Left_Hand_Pos; 25.5419; 971; 630
Player_1_Right_Hand_Pos; 25.5419; 1433; 708
Player_1_Left_Foot_Pos; 25.5419; 1197; 1028
Player_1_Right_Foot_Pos; 25.5419; 1433; 708
Player_1_Head_Pos; 25.5973; 1391; 415
Player_1_Torso_Pos; 25.5973; 1260; 616
Player_1_Left_Hand_Pos; 25.5973; 992; 634
Player_1_Right_Hand_Pos; 25.5973; 1480; 739
Player_1_Left_Foot_Pos; 25.5973; 1233; 1028
Player_1_Right_Foot_Pos; 25.5973; 1480; 739
Player_1_Head_Pos; 25.6245; 1396; 415
Player_1_Torso_Pos; 25.6245; 1270; 616
Player_1_Left_Hand_Pos; 25.6245; 1008; 634
Player_1_Right_Hand_Pos; 25.6245; 1506; 743
Player_1_Left_Foot_Pos; 25.6245; 1223; 1023
Player_1_Right_Foot_Pos; 25.6245; 1506; 743
Player_1_Head_Pos; 25.6423; 1396; 415
Player_1_Torso_Pos; 25.6423; 1270; 612
Player_1_Left_Hand_Pos; 25.6423; 997; 625
Player_1_Right_Hand_Pos; 25.6423; 1491; 748
Player_1_Left_Foot_Pos; 25.6423; 1218; 1019
Player_1_Right_Foot_Pos; 25.6423; 1491; 748
Player_1_Head_Pos; 25.6992; 1365; 463
Player_1_Torso_Pos; 25.6992; 1239; 568
Player_1_Left_Hand_Pos; 25.6992; 981; 595
Player_1_Right_Hand_Pos; 25.6992; 1449; 708
Player_1_Left_Foot_Pos; 25.6992; 1212; 993
Player_1_Right_Foot_Pos; 25.6992; 1449; 708
Player_1_Head_Pos; 25.7119; 1354; 389
Player_1_Torso_Pos; 25.7119; 1223; 568
Player_1_Left_Hand_Pos; 25.7119; 939; 573
Player_1_Right_Hand_Pos; 25.7119; 1433; 651
Player_1_Left_Foot_Pos; 25.7119; 1128; 997
Player_1_Right_Foot_Pos; 25.7119; 1433; 651
Player_1_Head_Pos; 25.7432; 1286; 367
Player_1_Torso_Pos; 25.7432; 1128; 581
Player_1_Left_Hand_Pos; 25.7432; 808; 595
Player_1_Right_Hand_Pos; 25.7432; 1349; 643
Player_1_Left_Foot_Pos; 25.7432; 1155; 1023
Player_1_Right_Foot_Pos; 25.7432; 1349; 643
Player_1_Head_Pos; 25.7877; 1155; 367
Player_1_Torso_Pos; 25.7877; 981; 590
Player_1_Left_Hand_Pos; 25.7877; 729; 560
Player_1_Right_Hand_Pos; 25.7877; 1265; 669
Player_1_Left_Foot_Pos; 25.7877; 1060; 1015
Player_1_Right_Foot_Pos; 25.7877; 1265; 669
Player_1_Head_Pos; 25.8094; 976; 376
Player_1_Torso_Pos; 25.8094; 782; 603
Player_1_Left_Hand_Pos; 25.8094; 525; 590
Player_1_Right_Hand_Pos; 25.8094; 1092; 643
Player_1_Left_Foot_Pos; 25.8094; 960; 936
Player_1_Right_Foot_Pos; 25.8094; 1092; 643
Player_1_Head_Pos; 25.8591; 735; 350
Player_1_Torso_Pos; 25.8591; 561; 634
Player_1_Left_Hand_Pos; 25.8591; 278; 765
Player_1_Right_Hand_Pos; 25.8591; 819; 673
Player_1_Left_Foot_Pos; 25.8591; 792; 988
Player_1_Right_Foot_Pos; 25.8591; 819; 673
Player_1_Head_Pos; 25.8718; 525; 376
Player_1_Torso_Pos; 25.8718; 346; 651
Player_1_Left_Hand_Pos; 25.8718; 105; 840
Player_1_Right_Hand_Pos; 25.8718; 603; 700
Player_1_Left_Foot_Pos; 25.8718; 551; 993
Player_1_Right_Foot_Pos; 25.8718; 603; 700
Player_1_Head_Pos; 25.9095; 351; 363
Player_1_Torso_Pos; 25.9095; 204; 656
Player_1_Left_Hand_Pos; 25.9095; 73; 879
Player_1_Right_Hand_Pos; 25.9095; 404; 735
Player_1_Left_Foot_Pos; 25.9095; 341; 1010
Player_1_Right_Foot_Pos; 25.9095; 404; 735
Player_1_Head_Pos; 25.959; 246; 586
Player_1_Torso_Pos; 25.959; 147; 796
Player_1_Left_Hand_Pos; 25.959; 73; 485
Player_1_Right_Hand_Pos; 25.959; 47; 879
Player_1_Left_Foot_Pos; 25.959; 120; 971
Player_1_Right_Foot_Pos; 25.959; 47; 879
Player_1_Head_Pos; 168.033; 1611; 170
Player_1_Torso_Pos; 168.033; 1580; 459
Player_1_Left_Hand_Pos; 168.033; 1438; 411
Player_1_Right_Hand_Pos; 168.033; 1648; 560
Player_1_Left_Foot_Pos; 168.033; 1449; 634
Player_1_Right_Foot_Pos; 168.033; 1648; 560
Player_1_Head_Pos; 168.065; 1569; 205
Player_1_Torso_Pos; 168.065; 1522; 350
Player_1_Left_Hand_Pos; 168.065; 1554; 468
Player_1_Right_Hand_Pos; 168.065; 1548; 498
Player_1_Left_Foot_Pos; 168.065; 1564; 608
Player_1_Right_Foot_Pos; 168.065; 1548; 498
Player_1_Head_Pos; 168.102; 1627; 446
Player_1_Torso_Pos; 168.102; 1590; 503
Player_1_Left_Hand_Pos; 168.102; 1517; 437
Player_1_Right_Hand_Pos; 168.102; 1664; 542
Player_1_Left_Foot_Pos; 168.102; 1548; 761
Player_1_Right_Foot_Pos; 168.102; 1664; 542
Player_1_Head_Pos; 168.132; 1611; 183
Player_1_Torso_Pos; 168.132; 1606; 380
Player_1_Left_Hand_Pos; 168.132; 1580; 446
Player_1_Right_Hand_Pos; 168.132; 1611; 196
Player_1_Left_Foot_Pos; 168.132; 1496; 542
Player_1_Right_Foot_Pos; 168.132; 1611; 196
Player_1_Head_Pos; 168.167; 1575; 323
Player_1_Torso_Pos; 168.167; 1559; 476
Player_1_Left_Hand_Pos; 168.167; 1496; 398
Player_1_Right_Hand_Pos; 168.167; 1617; 236
Player_1_Left_Foot_Pos; 168.167; 1485; 743
Player_1_Right_Foot_Pos; 168.167; 1617; 236
Player_1_Head_Pos; 168.181; 1580; 166
Player_1_Torso_Pos; 168.181; 1564; 393
Player_1_Left_Hand_Pos; 168.181; 1538; 293
Player_1_Right_Hand_Pos; 168.181; 1627; 210
Player_1_Left_Foot_Pos; 168.181; 1433; 691
Player_1_Right_Foot_Pos; 168.181; 1627; 210
Player_1_Head_Pos; 168.267; 1417; 638
Player_1_Torso_Pos; 168.267; 1522; 485
Player_1_Left_Hand_Pos; 168.267; 1302; 822
Player_1_Right_Hand_Pos; 168.267; 1386; 739
Player_1_Left_Foot_Pos; 168.267; 1554; 743
Player_1_Right_Foot_Pos; 168.267; 1386; 739
Player_1_Head_Pos; 168.296; 1606; 236
Player_1_Torso_Pos; 168.296; 1580; 393
Player_1_Left_Hand_Pos; 168.296; 1543; 328
Player_1_Right_Hand_Pos; 168.296; 1564; 332
Player_1_Left_Foot_Pos; 168.296; 1496; 656
Player_1_Right_Foot_Pos; 168.296; 1564; 332
Player_1_Head_Pos; 168.329; 1543; 275
Player_1_Torso_Pos; 168.329; 1559; 621
Player_1_Left_Hand_Pos; 168.329; 1501; 336
Player_1_Right_Hand_Pos; 168.329; 1543; 336
Player_1_Left_Foot_Pos; 168.329; 1622; 765
Player_1_Right_Foot_Pos; 168.329; 1543; 336
Player_1_Head_Pos; 168.365; 1622; 306
Player_1_Torso_Pos; 168.365; 1501; 420
Player_1_Left_Hand_Pos; 168.365; 1559; 354
Player_1_Right_Hand_Pos; 168.365; 1617; 301
Player_1_Left_Foot_Pos; 168.365; 1648; 507
Player_1_Right_Foot_Pos; 168.365; 1617; 301
Player_1_Head_Pos; 168.381; 1664; 166
Player_1_Torso_Pos; 168.381; 1548; 420
Player_1_Left_Hand_Pos; 168.381; 1564; 245
Player_1_Right_Hand_Pos; 168.381; 1611; 201
Player_1_Left_Foot_Pos; 168.381; 1601; 573
Player_1_Right_Foot_Pos; 168.381; 1611; 201
Player_1_Head_Pos; 168.431; 1680; 345
Player_1_Torso_Pos; 168.431; 1596; 485
Player_1_Left_Hand_Pos; 168.431; 1522; 468
Player_1_Right_Hand_Pos; 168.431; 1659; 367
Player_1_Left_Foot_Pos; 168.431; 1538; 634
Player_1_Right_Foot_Pos; 168.431; 1659; 367
Player_1_Head_Pos; 168.485; 1543; 153
Player_1_Torso_Pos; 168.485; 1580; 380
Player_1_Left_Hand_Pos; 168.485; 1470; 310
Player_1_Right_Hand_Pos; 168.485; 1596; 201
Player_1_Left_Foot_Pos; 168.485; 1638; 612
Player_1_Right_Foot_Pos; 168.485; 1596; 201
Player_1_Head_Pos; 168.498; 1543; 354
Player_1_Torso_Pos; 168.498; 1564; 472
Player_1_Left_Hand_Pos; 168.498; 1585; 315
Player_1_Right_Hand_Pos; 168.498; 1685; 533
Player_1_Left_Foot_Pos; 168.498; 1569; 656
Player_1_Right_Foot_Pos; 168.498; 1685; 533
Player_1_Head_Pos; 168.536; 1601; 271
Player_1_Torso_Pos; 168.536; 1522; 441
Player_1_Left_Hand_Pos; 168.536; 1559; 306
Player_1_Right_Hand_Pos; 168.536; 1690; 415
Player_1_Left_Foot_Pos; 168.536; 1522; 647
Player_1_Right_Foot_Pos; 168.536; 1690; 415
Player_1_Head_Pos; 168.547; 1622; 192
Player_1_Torso_Pos; 168.547; 1527; 450
Player_1_Left_Hand_Pos; 168.547; 1506; 315
Player_1_Right_Hand_Pos; 168.547; 1575; 350
Player_1_Left_Foot_Pos; 168.547; 1512; 577
Player_1_Right_Foot_Pos; 168.547; 1575; 350
Player_1_Head_Pos; 168.633; 1580; 262
Player_1_Torso_Pos; 168.633; 1569; 411
Player_1_Left_Hand_Pos; 168.633; 1543; 332
Player_1_Right_Hand_Pos; 168.633; 1538; 398
Player_1_Left_Foot_Pos; 168.633; 1743; 560
Player_1_Right_Foot_Pos; 168.633; 1538; 398
Player_1_Head_Pos; 168.649; 1596; 315
Player_1_Torso_Pos; 168.649; 1580; 446
Player_1_Left_Hand_Pos; 168.649; 1512; 402
Player_1_Right_Hand_Pos; 168.649; 1527; 455
Player_1_Left_Foot_Pos; 168.649; 1711; 643
Player_1_Right_Foot_Pos; 168.649; 1527; 455
Player_1_Head_Pos; 168.668; 1622; 118
Player_1_Torso_Pos; 168.668; 1585; 328
Player_1_Left_Hand_Pos; 168.668; 1543; 210
Player_1_Right_Hand_Pos; 168.668; 1548; 227
Player_1_Left_Foot_Pos; 168.668; 1790; 446
Player_1_Right_Foot_Pos; 168.668; 1548; 227
Player_1_Head_Pos; 168.678; 1606; 223
Player_1_Torso_Pos; 168.678; 1575; 358
Player_1_Left_Hand_Pos; 168.678; 1611; 262
Player_1_Right_Hand_Pos; 168.678; 1627; 240
Player_1_Left_Foot_Pos; 168.678; 1611; 433
Player_1_Right_Foot_Pos; 168.678; 1627; 240
Player_1_Head_Pos; 168.706; 1365; 284
Player_1_Torso_Pos; 168.706; 1533; 350
Player_1_Left_Hand_Pos; 168.706; 1533; 271
Player_1_Right_Hand_Pos; 168.706; 1512; 280
Player_1_Left_Foot_Pos; 168.706; 1554; 616
Player_1_Right_Foot_Pos; 168.706; 1512; 280
Player_1_Head_Pos; 168.776; 1543; 262
Player_1_Torso_Pos; 168.776; 1575; 398
Player_1_Left_Hand_Pos; 168.776; 1485; 336
Player_1_Right_Hand_Pos; 168.776; 1659; 236
Player_1_Left_Foot_Pos; 168.776; 1554; 603
Player_1_Right_Foot_Pos; 168.776; 1659; 236
Player_1_Head_Pos; 168.819; 1580; 153
Player_1_Torso_Pos; 168.819; 1606; 310
Player_1_Left_Hand_Pos; 168.819; 1407; 262
Player_1_Right_Hand_Pos; 168.819; 1638; 135
Player_1_Left_Foot_Pos; 168.819; 1617; 573
Player_1_Right_Foot_Pos; 168.819; 1638; 135
Player_1_Head_Pos; 168.841; 1585; 210
Player_1_Torso_Pos; 168.841; 1569; 358
Player_1_Left_Hand_Pos; 168.841; 1485; 262
Player_1_Right_Hand_Pos; 168.841; 1632; 236
Player_1_Left_Foot_Pos; 168.841; 1501; 577
Player_1_Right_Foot_Pos; 168.841; 1632; 236
Player_1_Head_Pos; 277.825; 57; 231
Player_1_Torso_Pos; 277.825; 99; 468
Player_1_Left_Hand_Pos; 277.825; 173; 380
Player_1_Right_Hand_Pos; 277.825; 115; 560
Player_1_Left_Foot_Pos; 277.825; 94; 796
Player_1_Right_Foot_Pos; 277.825; 115; 560
Player_1_Head_Pos; 277.876; 78; 323
Player_1_Torso_Pos; 277.876; 99; 468
Player_1_Left_Hand_Pos; 277.876; 162; 398
Player_1_Right_Hand_Pos; 277.876; 105; 551
Player_1_Left_Foot_Pos; 277.876; 57; 844
Player_1_Right_Foot_Pos; 277.876; 105; 551
Player_1_Head_Pos; 277.919; 78; 328
Player_1_Torso_Pos; 277.919; 89; 494
Player_1_Left_Hand_Pos; 277.919; 147; 393
Player_1_Right_Hand_Pos; 277.919; 94; 555
Player_1_Left_Foot_Pos; 277.919; 63; 844
Player_1_Right_Foot_Pos; 277.919; 94; 555
Player_1_Head_Pos; 277.95; 73; 332
Player_1_Torso_Pos; 277.95; 89; 498
Player_1_Left_Hand_Pos; 277.95; 157; 415
Player_1_Right_Hand_Pos; 277.95; 78; 568
Player_1_Left_Foot_Pos; 277.95; 52; 835
Player_1_Right_Foot_Pos; 277.95; 78; 568
Player_1_Head_Pos; 277.986; 63; 336
Player_1_Torso_Pos; 277.986; 89; 525
Player_1_Left_Hand_Pos; 277.986; 157; 411
Player_1_Right_Hand_Pos; 277.986; 63; 573
Player_1_Left_Foot_Pos; 277.986; 63; 840
Player_1_Right_Foot_Pos; 277.986; 63; 573
Player_1_Head_Pos; 278.016; 73; 350
Player_1_Torso_Pos; 278.016; 68; 538
Player_1_Left_Hand_Pos; 278.016; 194; 494
Player_1_Right_Hand_Pos; 278.016; 21; 616
Player_1_Left_Foot_Pos; 278.016; 57; 835
Player_1_Right_Foot_Pos; 278.016; 21; 616
Player_1_Head_Pos; 278.026; 57; 363
Player_1_Torso_Pos; 278.026; 57; 446
Player_1_Left_Hand_Pos; 278.026; 42; 385
Player_1_Right_Hand_Pos; 278.026; 15; 603
Player_1_Left_Foot_Pos; 278.026; 57; 739
Player_1_Right_Foot_Pos; 278.026; 15; 603
End; 534.823; 2014-7-30 10:7:21; 0
