EVENT; TIME; ARG1; ARG2
Start; 0; 2014-7-30 10:7:54; 0
BOTH_NOT_TOUCHING_SPACESHIP; 33.0236; 1; 0
End; 43.3555; 2014-7-30 10:8:38; 0
